Entity,Day,Weekly deaths,Year
Brazil,2020-06-04,6687,2020
Brazil,2020-06-05,6950,2020
Brazil,2020-06-06,7267,2020
Brazil,2020-06-07,7148,2020
Brazil,2020-06-08,7096,2020
Brazil,2020-06-09,7141,2020
Brazil,2020-06-10,7197,2020
Brazil,2020-06-11,7207,2020
Brazil,2020-06-12,7132,2020
Brazil,2020-06-13,6898,2020
Brazil,2020-06-14,6802,2020
Brazil,2020-06-15,6790,2020
Brazil,2020-06-16,6877,2020
Brazil,2020-06-17,6825,2020
Brazil,2020-06-18,6835,2020
Brazil,2020-06-19,6830,2020
Brazil,2020-06-20,6829,2020
Brazil,2020-06-21,7126,2020
Brazil,2020-06-22,7256,2020
Brazil,2020-06-23,7285,2020
Brazil,2020-06-24,7312,2020
Brazil,2020-06-25,7404,2020
Brazil,2020-06-26,7320,2020
Brazil,2020-06-27,7223,2020
Brazil,2020-06-28,7007,2020
Brazil,2020-06-29,7094,2020
Brazil,2020-06-30,7005,2020
Brazil,2020-07-01,7043,2020
Brazil,2020-07-02,6949,2020
Brazil,2020-07-03,6802,2020
Brazil,2020-07-04,6913,2020
Brazil,2020-07-05,7213,2020
Brazil,2020-07-06,7195,2020
Brazil,2020-07-07,7245,2020
Brazil,2020-07-08,7173,2020
Brazil,2020-07-09,7147,2020
Brazil,2020-07-10,7332,2020
Brazil,2020-07-11,7300,2020
Brazil,2020-07-12,7224,2020
Brazil,2020-07-13,7204,2020
Brazil,2020-07-14,7233,2020
Brazil,2020-07-15,7346,2020
Brazil,2020-07-16,7392,2020
Brazil,2020-07-17,7402,2020
Brazil,2020-07-18,7504,2020
Brazil,2020-07-19,7453,2020
Brazil,2020-07-20,7303,2020
Brazil,2020-07-21,7388,2020
Brazil,2020-07-22,7287,2020
Brazil,2020-07-23,7354,2020
Brazil,2020-07-24,7405,2020
Brazil,2020-07-25,7394,2020
Brazil,2020-07-26,7387,2020
Brazil,2020-07-27,7677,2020
Brazil,2020-07-28,7516,2020
Brazil,2020-07-29,7498,2020
Brazil,2020-07-30,7052,2020
Brazil,2020-07-31,7363,2020
Brazil,2020-08-01,7181,2020
Brazil,2020-08-02,7237,2020
Brazil,2020-08-03,7114,2020
Brazil,2020-08-04,7100,2020
Brazil,2020-08-05,7047,2020
Brazil,2020-08-06,7280,2020
Brazil,2020-08-07,7122,2020
Brazil,2020-08-08,7230,2020
Brazil,2020-08-09,7097,2020
Brazil,2020-08-10,6914,2020
Brazil,2020-08-11,6945,2020
Brazil,2020-08-12,7087,2020
Brazil,2020-08-13,7207,2020
Brazil,2020-08-14,6945,2020
Brazil,2020-08-15,6970,2020
Brazil,2020-08-16,6951,2020
Brazil,2020-08-17,6755,2020
Brazil,2020-08-18,6803,2020
Brazil,2020-08-19,6784,2020
Brazil,2020-08-20,6862,2020
Brazil,2020-08-21,6899,2020
Brazil,2020-08-22,6841,2020
Brazil,2020-08-23,6835,2020
Brazil,2020-08-24,7018,2020
Brazil,2020-08-25,6892,2020
Brazil,2020-08-26,6773,2020
Brazil,2020-08-27,6692,2020
Brazil,2020-08-28,6565,2020
Brazil,2020-08-29,6345,2020
Brazil,2020-08-30,6146,2020
Brazil,2020-08-31,6212,2020
Brazil,2020-09-01,6084,2020
Brazil,2020-09-02,6072,2020
Brazil,2020-09-03,6016,2020
Brazil,2020-09-04,6115,2020
Brazil,2020-09-05,5965,2020
Brazil,2020-09-06,6017,2020
Brazil,2020-09-07,5741,2020
Brazil,2020-09-08,5822,2020
Brazil,2020-09-09,5579,2020
Brazil,2020-09-10,4868,2020
Brazil,2020-09-11,4759,2020
Brazil,2020-09-12,4908,2020
Brazil,2020-09-13,4875,2020
Brazil,2020-09-14,5007,2020
Brazil,2020-09-15,4975,2020
Brazil,2020-09-16,5046,2020
Brazil,2020-09-17,5655,2020
Brazil,2020-09-18,5567,2020
Brazil,2020-09-19,5413,2020
Brazil,2020-09-20,5397,2020
Brazil,2020-09-21,5322,2020
Brazil,2020-09-22,5270,2020
Brazil,2020-09-23,5266,2020
Brazil,2020-09-24,4989,2020
Brazil,2020-09-25,4871,2020
Brazil,2020-09-26,4873,2020
Brazil,2020-09-27,4744,2020
Brazil,2020-09-28,4874,2020
Brazil,2020-09-29,4846,2020
Brazil,2020-09-30,4786,2020
Brazil,2020-10-01,4813,2020
Brazil,2020-10-02,4975,2020
Brazil,2020-10-03,4872,2020
Brazil,2020-10-04,4851,2020
Brazil,2020-10-05,4581,2020
Brazil,2020-10-06,4611,2020
Brazil,2020-10-07,4617,2020
Brazil,2020-10-08,4573,2020
Brazil,2020-10-09,4276,2020
Brazil,2020-10-10,4277,2020
Brazil,2020-10-11,4251,2020
Brazil,2020-10-12,4211,2020
Brazil,2020-10-13,4136,2020
Brazil,2020-10-14,4014,2020
Brazil,2020-10-15,3504,2020
Brazil,2020-10-16,3519,2020
Brazil,2020-10-17,3503,2020
Brazil,2020-10-18,3575,2020
Brazil,2020-10-19,3477,2020
Brazil,2020-10-20,3417,2020
Brazil,2020-10-21,3487,2020
Brazil,2020-10-22,3839,2020
Brazil,2020-10-23,3656,2020
Brazil,2020-10-24,3440,2020
Brazil,2020-10-25,3257,2020
Brazil,2020-10-26,3228,2020
Brazil,2020-10-27,3229,2020
Brazil,2020-10-28,3221,2020
Brazil,2020-10-29,3109,2020
Brazil,2020-10-30,3053,2020
Brazil,2020-10-31,3069,2020
Brazil,2020-11-01,3006,2020
Brazil,2020-11-02,2981,2020
Brazil,2020-11-03,2940,2020
Brazil,2020-11-04,2856,2020
Brazil,2020-11-05,2550,2020
Brazil,2020-11-06,2650,2020
Brazil,2020-11-07,2767,2020
Brazil,2020-11-08,2538,2020
Brazil,2020-11-09,2385,2020
Brazil,2020-11-10,2323,2020
Brazil,2020-11-11,2375,2020
Brazil,2020-11-12,2333,2020
Brazil,2020-11-13,2267,2020
Brazil,2020-11-14,2545,2020
Brazil,2020-11-15,2722,2020
Brazil,2020-11-16,3389,2020
Brazil,2020-11-17,3401,2020
Brazil,2020-11-18,3386,2020
Brazil,2020-11-19,3870,2020
Brazil,2020-11-20,4082,2020
Brazil,2020-11-21,3780,2020
Brazil,2020-11-22,3876,2020
Brazil,2020-11-23,3331,2020
Brazil,2020-11-24,3385,2020
Brazil,2020-11-25,3471,2020
Brazil,2020-11-26,3416,2020
Brazil,2020-11-27,3314,2020
Brazil,2020-11-28,3399,2020
Brazil,2020-11-29,3361,2020
Brazil,2020-11-30,3572,2020
Brazil,2020-12-01,3650,2020
Brazil,2020-12-02,3635,2020
Brazil,2020-12-03,3702,2020
Brazil,2020-12-04,3746,2020
Brazil,2020-12-05,3810,2020
Brazil,2020-12-06,3990,2020
Brazil,2020-12-07,4067,2020
Brazil,2020-12-08,4108,2020
Brazil,2020-12-09,4197,2020
Brazil,2020-12-10,4342,2020
Brazil,2020-12-11,4480,2020
Brazil,2020-12-12,4495,2020
Brazil,2020-12-13,4473,2020
Brazil,2020-12-14,4495,2020
Brazil,2020-12-15,4461,2020
Brazil,2020-12-16,4518,2020
Brazil,2020-12-17,4640,2020
Brazil,2020-12-18,4740,2020
Brazil,2020-12-19,5062,2020
Brazil,2020-12-20,5213,2020
Brazil,2020-12-21,5233,2020
Brazil,2020-12-22,5362,2020
Brazil,2020-12-23,5456,2020
Brazil,2020-12-24,5460,2020
Brazil,2020-12-25,5485,2020
Brazil,2020-12-26,5179,2020
Brazil,2020-12-27,4838,2020
Brazil,2020-12-28,4439,2020
Brazil,2020-12-29,4375,2020
Brazil,2020-12-30,4279,2020
Brazil,2020-12-31,4422,2020
Brazil,2021-01-01,4655,2021
Brazil,2021-01-02,4943,2021
Brazil,2021-01-03,4923,2021
Brazil,2021-01-04,4930,2021
Brazil,2021-01-05,4879,2021
Brazil,2021-01-06,4991,2021
Brazil,2021-01-07,5051,2021
Brazil,2021-01-08,5099,2021
Brazil,2021-01-09,5549,2021
Brazil,2021-01-10,6049,2021
Brazil,2021-01-11,6906,2021
Brazil,2021-01-12,7082,2021
Brazil,2021-01-13,7019,2021
Brazil,2021-01-14,6958,2021
Brazil,2021-01-15,6990,2021
Brazil,2021-01-16,6597,2021
Brazil,2021-01-17,6786,2021
Brazil,2021-01-18,6665,2021
Brazil,2021-01-19,6747,2021
Brazil,2021-01-20,6719,2021
Brazil,2021-01-21,6801,2021
Brazil,2021-01-22,6867,2021
Brazil,2021-01-23,7052,2021
Brazil,2021-01-24,6997,2021
Brazil,2021-01-25,7149,2021
Brazil,2021-01-26,7190,2021
Brazil,2021-01-27,7365,2021
Brazil,2021-01-28,7387,2021
Brazil,2021-01-29,7330,2021
Brazil,2021-01-30,7400,2021
Brazil,2021-01-31,7423,2021
Brazil,2021-02-01,7500,2021
Brazil,2021-02-02,7467,2021
Brazil,2021-02-03,7435,2021
Brazil,2021-02-04,7431,2021
Brazil,2021-02-05,7402,2021
Brazil,2021-02-06,7248,2021
Brazil,2021-02-07,7368,2021
Brazil,2021-02-08,7067,2021
Brazil,2021-02-09,7030,2021
Brazil,2021-02-10,7071,2021
Brazil,2021-02-11,7211,2021
Brazil,2021-02-12,7287,2021
Brazil,2021-02-13,7406,2021
Brazil,2021-02-14,7455,2021
Brazil,2021-02-15,7520,2021
Brazil,2021-02-16,7711,2021
Brazil,2021-02-17,7603,2021
Brazil,2021-02-18,7420,2021
Brazil,2021-02-19,7240,2021
Brazil,2021-02-20,7256,2021
Brazil,2021-02-21,7276,2021
Brazil,2021-02-22,7445,2021
Brazil,2021-02-23,7259,2021
Brazil,2021-02-24,7370,2021
Brazil,2021-02-25,7589,2021
Brazil,2021-02-26,7867,2021
Brazil,2021-02-27,8041,2021
Brazil,2021-02-28,8070,2021
Brazil,2021-03-01,8244,2021
Brazil,2021-03-02,8438,2021
Brazil,2021-03-03,8577,2021
Brazil,2021-03-04,8832,2021
Brazil,2021-03-05,9314,2021
Brazil,2021-03-06,9472,2021
Brazil,2021-03-07,9935,2021
Brazil,2021-03-08,10104,2021
Brazil,2021-03-09,10469,2021
Brazil,2021-03-10,10678,2021
Brazil,2021-03-11,11009,2021
Brazil,2021-03-12,11385,2021
Brazil,2021-03-13,11919,2021
Brazil,2021-03-14,12335,2021
Brazil,2021-03-15,12777,2021
Brazil,2021-03-16,12818,2021
Brazil,2021-03-17,12888,2021
Brazil,2021-03-18,13757,2021
Brazil,2021-03-19,14119,2021
Brazil,2021-03-20,14610,2021
Brazil,2021-03-21,15209,2021
Brazil,2021-03-22,15650,2021
Brazil,2021-03-23,15813,2021
Brazil,2021-03-24,16139,2021
Brazil,2021-03-25,16549,2021
Brazil,2021-03-26,15910,2021
Brazil,2021-03-27,15963,2021
Brazil,2021-03-28,16798,2021
Brazil,2021-03-29,17798,2021
Brazil,2021-03-30,18164,2021
Brazil,2021-03-31,18441,2021
Brazil,2021-04-01,18970,2021
Brazil,2021-04-02,20830,2021
Brazil,2021-04-03,21822,2021
Brazil,2021-04-04,21094,2021
Brazil,2021-04-05,19643,2021
Brazil,2021-04-06,19227,2021
Brazil,2021-04-07,18886,2021
Brazil,2021-04-08,19301,2021
Brazil,2021-04-09,19261,2021
Brazil,2021-04-10,19741,2021
Brazil,2021-04-11,20512,2021
Brazil,2021-04-12,21141,2021
Brazil,2021-04-13,21704,2021
Brazil,2021-04-14,21865,2021
Brazil,2021-04-15,21478,2021
Brazil,2021-04-16,21108,2021
Brazil,2021-04-17,20419,2021
Brazil,2021-04-18,20031,2021
Brazil,2021-04-19,20344,2021
Brazil,2021-04-20,20198,2021
Brazil,2021-04-21,20065,2021
Brazil,2021-04-22,19578,2021
Brazil,2021-04-23,19591,2021
Brazil,2021-04-24,18058,2021
Brazil,2021-04-25,17667,2021
Brazil,2021-04-26,17814,2021
Brazil,2021-04-27,17462,2021
Brazil,2021-04-28,17254,2021
Brazil,2021-04-29,17019,2021
Brazil,2021-04-30,16710,2021
Brazil,2021-05-01,17684,2021
Brazil,2021-05-02,17365,2021
Brazil,2021-05-03,16945,2021
Brazil,2021-05-04,16842,2021
Brazil,2021-05-05,16686,2021
Brazil,2021-05-06,16566,2021
Brazil,2021-05-07,16214,2021
Brazil,2021-05-08,15763,2021
Brazil,2021-05-09,15333,2021
Brazil,2021-05-10,14879,2021
Brazil,2021-05-11,14701,2021
Brazil,2021-05-12,14607,2021
Brazil,2021-05-13,13952,2021
Brazil,2021-05-14,13635,2021
Brazil,2021-05-15,13468,2021
Brazil,2021-05-16,13514,2021
Brazil,2021-05-17,13399,2021
Brazil,2021-05-18,13411,2021
Brazil,2021-05-19,13308,2021
Brazil,2021-05-20,13510,2021
Brazil,2021-05-21,13657,2021
Brazil,2021-05-22,13677,2021
Brazil,2021-05-23,13681,2021
Brazil,2021-05-24,13493,2021
Brazil,2021-05-25,13317,2021
Brazil,2021-05-26,13321,2021
Brazil,2021-05-27,12981,2021
Brazil,2021-05-28,12738,2021
Brazil,2021-05-29,12580,2021
Brazil,2021-05-30,12736,2021
Brazil,2021-05-31,12849,2021
Brazil,2021-06-01,12863,2021
Brazil,2021-06-02,12933,2021
Brazil,2021-06-03,13168,2021
Brazil,2021-06-04,13277,2021
Brazil,2021-06-05,12714,2021
Brazil,2021-06-06,11797,2021
Brazil,2021-06-07,11474,2021
Brazil,2021-06-08,11473,2021
Brazil,2021-06-09,11623,2021
Brazil,2021-06-10,11593,2021
Brazil,2021-06-11,11809,2021
Brazil,2021-06-12,12631,2021
Brazil,2021-06-13,13393,2021
Brazil,2021-06-14,13741,2021
Brazil,2021-06-15,13997,2021
Brazil,2021-06-16,13814,2021
Brazil,2021-06-17,13904,2021
Brazil,2021-06-18,14178,2021
Brazil,2021-06-19,13985,2021
Brazil,2021-06-20,14264,2021
Brazil,2021-06-21,14528,2021
Brazil,2021-06-22,14424,2021
Brazil,2021-06-23,14358,2021
Brazil,2021-06-24,14021,2021
Brazil,2021-06-25,13416,2021
Brazil,2021-06-26,13137,2021
Brazil,2021-06-27,12643,2021
Brazil,2021-06-28,11935,2021
Brazil,2021-06-29,11649,2021
Brazil,2021-06-30,11506,2021
Brazil,2021-07-01,11268,2021
Brazil,2021-07-02,10957,2021
Brazil,2021-07-03,10954,2021
Brazil,2021-07-04,10810,2021
Brazil,2021-07-05,10852,2021
Brazil,2021-07-06,10943,2021
Brazil,2021-07-07,11020,2021
Brazil,2021-07-08,10907,2021
Brazil,2021-07-09,10474,2021
Brazil,2021-07-10,10084,2021
Brazil,2021-07-11,9736,2021
Brazil,2021-07-12,9306,2021
Brazil,2021-07-13,9071,2021
Brazil,2021-07-14,9121,2021
Brazil,2021-07-15,8946,2021
Brazil,2021-07-16,8854,2021
Brazil,2021-07-17,8763,2021
Brazil,2021-07-18,8710,2021
Brazil,2021-07-19,8373,2021
Brazil,2021-07-20,8726,2021
Brazil,2021-07-21,8523,2021
Brazil,2021-07-22,8342,2021
Brazil,2021-07-23,8210,2021
Brazil,2021-07-24,8074,2021
Brazil,2021-07-25,7942,2021
Brazil,2021-07-26,8182,2021
Brazil,2021-07-27,7710,2021
Brazil,2021-07-28,7746,2021
Brazil,2021-07-29,7655,2021
Brazil,2021-07-30,7575,2021
Brazil,2021-07-31,7481,2021
Brazil,2021-08-01,7120,2021
Brazil,2021-08-02,6922,2021
Brazil,2021-08-03,6910,2021
Brazil,2021-08-04,6721,2021
Brazil,2021-08-05,6597,2021
Brazil,2021-08-06,6428,2021
Brazil,2021-08-07,6209,2021
Brazil,2021-08-08,6302,2021
Brazil,2021-08-09,6382,2021
Brazil,2021-08-10,6317,2021
Brazil,2021-08-11,6339,2021
Brazil,2021-08-12,6341,2021
Brazil,2021-08-13,6141,2021
Brazil,2021-08-14,6190,2021
Brazil,2021-08-15,6100,2021
Brazil,2021-08-16,6036,2021
Brazil,2021-08-17,5907,2021
Brazil,2021-08-18,5930,2021
Brazil,2021-08-19,5825,2021
Brazil,2021-08-20,5914,2021
Brazil,2021-08-21,5745,2021
Brazil,2021-08-22,5649,2021
Brazil,2021-08-23,5421,2021
Brazil,2021-08-24,5469,2021
Brazil,2021-08-25,5356,2021
Brazil,2021-08-26,5144,2021
Brazil,2021-08-27,4983,2021
Brazil,2021-08-28,4924,2021
Brazil,2021-08-29,4815,2021
Brazil,2021-08-30,4801,2021
Brazil,2021-08-31,4781,2021
Brazil,2021-09-01,4726,2021
Brazil,2021-09-02,4671,2021
Brazil,2021-09-03,4505,2021
Brazil,2021-09-04,4349,2021
Brazil,2021-09-05,4344,2021
Brazil,2021-09-06,4352,2021
Brazil,2021-09-07,4320,2021
Brazil,2021-09-08,4236,2021
Brazil,2021-09-09,3758,2021
Brazil,2021-09-10,3271,2021
Brazil,2021-09-11,3260,2021
Brazil,2021-09-12,3176,2021
Brazil,2021-09-13,3196,2021
Brazil,2021-09-14,3223,2021
Brazil,2021-09-15,3256,2021
Brazil,2021-09-16,3626,2021
Brazil,2021-09-17,4176,2021
Brazil,2021-09-18,4066,2021
Brazil,2021-09-19,3727,2021
Brazil,2021-09-20,3950,2021
Brazil,2021-09-21,3901,2021
Brazil,2021-09-22,3889,2021
Brazil,2021-09-23,3643,2021
Brazil,2021-09-24,3719,2021
Brazil,2021-09-25,3724,2021
Brazil,2021-09-26,4090,2021
Brazil,2021-09-27,3692,2021
Brazil,2021-09-28,3691,2021
Brazil,2021-09-29,3698,2021
Brazil,2021-09-30,4006,2021
Brazil,2021-10-01,3806,2021
Brazil,2021-10-02,3785,2021
Brazil,2021-10-03,3562,2021
Brazil,2021-10-04,3523,2021
Brazil,2021-10-05,3505,2021
Brazil,2021-10-06,3499,2021
Brazil,2021-10-07,3383,2021
Brazil,2021-10-08,3237,2021
Brazil,2021-10-09,3061,2021
Brazil,2021-10-10,3200,2021
Brazil,2021-10-11,3106,2021
Brazil,2021-10-12,3063,2021
Brazil,2021-10-13,3061,2021
Brazil,2021-10-14,2569,2021
Brazil,2021-10-15,2215,2021
Brazil,2021-10-16,2289,2021
Brazil,2021-10-17,2244,2021
Brazil,2021-10-18,2323,2021
Brazil,2021-10-19,2271,2021
Brazil,2021-10-20,2252,2021
Brazil,2021-10-21,2457,2021
Brazil,2021-10-22,2654,2021
Brazil,2021-10-23,2580,2021
Brazil,2021-10-24,2470,2021
Brazil,2021-10-25,2305,2021
Brazil,2021-10-26,2362,2021
Brazil,2021-10-27,2339,2021
Brazil,2021-10-28,2391,2021
Brazil,2021-10-29,2451,2021
Brazil,2021-10-30,2389,2021
Brazil,2021-10-31,2323,2021
Brazil,2021-11-01,2237,2021
Brazil,2021-11-02,2180,2021
Brazil,2021-11-03,2118,2021
Brazil,2021-11-04,1825,2021
Brazil,2021-11-05,1556,2021
Brazil,2021-11-06,1603,2021
Brazil,2021-11-07,1598,2021
Brazil,2021-11-08,1694,2021
Brazil,2021-11-09,1623,2021
Brazil,2021-11-10,1651,2021
Brazil,2021-11-11,1685,2021
Brazil,2021-11-12,1801,2021
Brazil,2021-11-13,1553,2021
Brazil,2021-11-14,1431,2021
Brazil,2021-11-15,1834,2021
Brazil,2021-11-16,1836,2021
Brazil,2021-11-17,1773,2021
Brazil,2021-11-18,1722,2021
Brazil,2021-11-19,1815,2021
Brazil,2021-11-20,1920,2021
Brazil,2021-11-21,1879,2021
Brazil,2021-11-22,1365,2021
Brazil,2021-11-23,1376,2021
Brazil,2021-11-24,1436,2021
Brazil,2021-11-25,1588,2021
Brazil,2021-11-26,1488,2021
Brazil,2021-11-27,1498,2021
Brazil,2021-11-28,1587,2021
Brazil,2021-11-29,1599,2021
Brazil,2021-11-30,1619,2021
Brazil,2021-12-01,1594,2021
Brazil,2021-12-02,1615,2021
Brazil,2021-12-03,1625,2021
Brazil,2021-12-04,1537,2021
Brazil,2021-12-05,1443,2021
Brazil,2021-12-06,1384,2021
Brazil,2021-12-07,1358,2021
Brazil,2021-12-08,1368,2021
Brazil,2021-12-09,1337,2021
Brazil,2021-12-10,1287,2021
Brazil,2021-12-11,1278,2021
Brazil,2021-12-12,1291,2021
Brazil,2021-12-13,1174,2021
Brazil,2021-12-14,1194,2021
Brazil,2021-12-15,1134,2021
Brazil,2021-12-16,952,2021
Brazil,2021-12-17,1020,2021
Brazil,2021-12-18,938,2021
Brazil,2021-12-19,910,2021
Brazil,2021-12-20,1010,2021
Brazil,2021-12-21,973,2021
Brazil,2021-12-22,995,2021
Brazil,2021-12-23,978,2021
Brazil,2021-12-24,820,2021
Brazil,2021-12-25,833,2021
Brazil,2021-12-26,791,2021
Brazil,2021-12-27,638,2021
Brazil,2021-12-28,645,2021
Brazil,2021-12-29,661,2021
Brazil,2021-12-30,757,2021
Brazil,2021-12-31,726,2021
Brazil,2022-01-01,756,2022
Brazil,2022-01-02,664,2022
Brazil,2022-01-03,713,2022
Brazil,2022-01-04,685,2022
Brazil,2022-01-05,675,2022
Brazil,2022-01-06,679,2022
Brazil,2022-01-07,696,2022
Brazil,2022-01-08,657,2022
Brazil,2022-01-09,766,2022
Brazil,2022-01-10,832,2022
Brazil,2022-01-11,848,2022
Brazil,2022-01-12,882,2022
Brazil,2022-01-13,854,2022
Brazil,2022-01-14,858,2022
Brazil,2022-01-15,904,2022
Brazil,2022-01-16,974,2022
Brazil,2022-01-17,1034,2022
Brazil,2022-01-18,1064,2022
Brazil,2022-01-19,1075,2022
Brazil,2022-01-20,1279,2022
Brazil,2022-01-21,1484,2022
Brazil,2022-01-22,1660,2022
Brazil,2022-01-23,1767,2022
Brazil,2022-01-24,1830,2022
Brazil,2022-01-25,2052,2022
Brazil,2022-01-26,2190,2022
Brazil,2022-01-27,2326,2022
Brazil,2022-01-28,2558,2022
Brazil,2022-01-29,2880,2022
Brazil,2022-01-30,3321,2022
Brazil,2022-01-31,3723,2022
Brazil,2022-02-01,3757,2022
Brazil,2022-02-02,3782,2022
Brazil,2022-02-03,4224,2022
Brazil,2022-02-04,4547,2022
Brazil,2022-02-05,4916,2022
Brazil,2022-02-06,4610,2022
Brazil,2022-02-07,5278,2022
Brazil,2022-02-08,5339,2022
Brazil,2022-02-09,5483,2022
Brazil,2022-02-10,5743,2022
Brazil,2022-02-11,6114,2022
Brazil,2022-02-12,6016,2022
Brazil,2022-02-13,6658,2022
Brazil,2022-02-14,6246,2022
Brazil,2022-02-15,6169,2022
Brazil,2022-02-16,6214,2022
Brazil,2022-02-17,5879,2022
Brazil,2022-02-18,5700,2022
Brazil,2022-02-19,5885,2022
Brazil,2022-02-20,5877,2022
Brazil,2022-02-21,5832,2022
Brazil,2022-02-22,5924,2022
Brazil,2022-02-23,5769,2022
Brazil,2022-02-24,5731,2022
Brazil,2022-02-25,5645,2022
Brazil,2022-02-26,5488,2022
Brazil,2022-02-27,4361,2022
Brazil,2022-02-28,5033,2022
Brazil,2022-03-01,4848,2022
