Entity,Day,Total confirmed deaths due to COVID-19 per million people
China,2023-07-28,85.27768
China,2023-07-29,85.27768
China,2023-07-30,85.27768
China,2023-07-31,85.29662
China,2023-08-01,85.29662
China,2023-08-02,85.34223
China,2023-08-03,85.34223
China,2023-08-04,85.34223
China,2023-08-05,85.34223
China,2023-08-06,85.35556
China,2023-08-07,85.35556
China,2023-08-08,85.35556
China,2023-08-09,85.35556
China,2023-08-10,85.35556
China,2023-08-11,85.35556
China,2023-08-12,85.35556
China,2023-08-13,85.372406
China,2023-08-14,85.372406
China,2023-08-15,85.372406
China,2023-08-16,85.372406
China,2023-08-17,85.372406
China,2023-08-18,85.372406
China,2023-08-19,85.372406
China,2023-08-20,85.372406
China,2023-08-21,85.372406
China,2023-08-22,85.372406
China,2023-08-23,85.372406
China,2023-08-24,85.372406
China,2023-08-25,85.372406
China,2023-08-26,85.372406
China,2023-08-27,85.37801
China,2023-08-28,85.37801
China,2023-08-29,85.37801
China,2023-08-30,85.37801
China,2023-08-31,85.37801
China,2023-09-01,85.37801
China,2023-09-02,85.37801
China,2023-09-03,85.37801
China,2023-09-04,85.37801
China,2023-09-05,85.37801
China,2023-09-06,85.37801
China,2023-09-07,85.37801
China,2023-09-08,85.37801
China,2023-09-09,85.37801
China,2023-09-10,85.39416
China,2023-09-11,85.39416
China,2023-09-12,85.39416
China,2023-09-13,85.39416
China,2023-09-14,85.39416
China,2023-09-15,85.39416
China,2023-09-16,85.39416
China,2023-09-17,85.40257
China,2023-09-18,85.40257
China,2023-09-19,85.40257
China,2023-09-20,85.40257
China,2023-09-21,85.40257
China,2023-09-22,85.40257
China,2023-09-23,85.40257
China,2023-09-24,85.40819
China,2023-09-25,85.40819
China,2023-09-26,85.40819
China,2023-09-27,85.40819
China,2023-09-28,85.40819
China,2023-09-29,85.40819
China,2023-09-30,85.40819
China,2023-10-01,85.40819
China,2023-10-02,85.4538
China,2023-10-03,85.4538
China,2023-10-04,85.4538
China,2023-10-05,85.4538
China,2023-10-06,85.4538
China,2023-10-07,85.4538
China,2023-10-08,85.460815
China,2023-10-09,85.460815
China,2023-10-10,85.460815
China,2023-10-11,85.460815
China,2023-10-12,85.460815
China,2023-10-13,85.460815
China,2023-10-14,85.460815
China,2023-10-15,85.46923
China,2023-10-16,85.46923
China,2023-10-17,85.46923
China,2023-10-18,85.46923
China,2023-10-19,85.46923
China,2023-10-20,85.46923
China,2023-10-21,85.46923
China,2023-10-22,85.47906
China,2023-10-23,85.47906
China,2023-10-24,85.47906
China,2023-10-25,85.47906
China,2023-10-26,85.47906
China,2023-10-27,85.47906
China,2023-10-28,85.47906
China,2023-10-29,85.48748
China,2023-10-30,85.48748
China,2023-10-31,85.48748
China,2023-11-01,85.48748
China,2023-11-02,85.50432
China,2023-11-03,85.50432
China,2023-11-04,85.50432
China,2023-11-05,85.50993
China,2023-11-06,85.50993
China,2023-11-07,85.50993
China,2023-11-08,85.50993
China,2023-11-09,85.50993
China,2023-11-10,85.50993
China,2023-11-11,85.50993
China,2023-11-12,85.51414
China,2023-11-13,85.51414
China,2023-11-14,85.51414
China,2023-11-15,85.51414
China,2023-11-16,85.51414
China,2023-11-17,85.51414
China,2023-11-18,85.51414
China,2023-11-19,85.51484
China,2023-11-20,85.51484
China,2023-11-21,85.51484
China,2023-11-22,85.51484
China,2023-11-23,85.51484
China,2023-11-24,85.51484
China,2023-11-25,85.51484
China,2023-11-26,85.516945
China,2023-11-27,85.516945
China,2023-11-28,85.516945
China,2023-11-29,85.516945
China,2023-11-30,85.516945
China,2023-12-01,85.516945
China,2023-12-02,85.52256
China,2023-12-03,85.52326
China,2023-12-04,85.52326
China,2023-12-05,85.52326
China,2023-12-06,85.52326
China,2023-12-07,85.52326
China,2023-12-08,85.52326
China,2023-12-09,85.52326
China,2023-12-10,85.524666
China,2023-12-11,85.524666
China,2023-12-12,85.524666
China,2023-12-13,85.524666
China,2023-12-14,85.524666
China,2023-12-15,85.524666
China,2023-12-16,85.524666
China,2023-12-17,85.524666
China,2023-12-18,85.524666
China,2023-12-19,85.524666
China,2023-12-20,85.524666
China,2023-12-21,85.524666
China,2023-12-22,85.524666
China,2023-12-23,85.524666
China,2023-12-24,85.52537
China,2023-12-25,85.52537
China,2023-12-26,85.52537
China,2023-12-27,85.52537
China,2023-12-28,85.52537
China,2023-12-29,85.52537
China,2023-12-30,85.52537
China,2023-12-31,85.528175
China,2024-01-01,85.53589
China,2024-01-02,85.53589
China,2024-01-03,85.53589
China,2024-01-04,85.53589
China,2024-01-05,85.53589
China,2024-01-06,85.53589
China,2024-01-07,85.559746
China,2024-01-08,85.559746
China,2024-01-09,85.559746
China,2024-01-10,85.559746
China,2024-01-11,85.559746
China,2024-01-12,85.559746
China,2024-01-13,85.5387
China,2024-01-14,85.54431
China,2024-01-15,85.54431
China,2024-01-16,85.54431
China,2024-01-17,85.54431
China,2024-01-18,85.54431
China,2024-01-19,85.54431
China,2024-01-20,85.54431
China,2024-01-21,85.54782
China,2024-01-22,85.54782
China,2024-01-23,85.54782
China,2024-01-24,85.54782
China,2024-01-25,85.54782
China,2024-01-26,85.54782
China,2024-01-27,85.54782
China,2024-01-28,85.55624
China,2024-01-29,85.55624
China,2024-01-30,85.55624
China,2024-01-31,85.55624
China,2024-02-01,85.55834
China,2024-02-02,85.55834
China,2024-02-03,85.55834
China,2024-02-04,85.56536
China,2024-02-05,85.56536
China,2024-02-06,85.56536
China,2024-02-07,85.56536
China,2024-02-08,85.56536
China,2024-02-09,85.56536
China,2024-02-10,85.56536
China,2024-02-11,85.57238
China,2024-02-12,85.57238
China,2024-02-13,85.57238
China,2024-02-14,85.57238
China,2024-02-15,85.57238
China,2024-02-16,85.57238
China,2024-02-17,85.57238
China,2024-02-18,85.58641
China,2024-02-19,85.58641
China,2024-02-20,85.58641
China,2024-02-21,85.58641
China,2024-02-22,85.58641
China,2024-02-23,85.58641
China,2024-02-24,85.58641
China,2024-02-25,85.59834
China,2024-02-26,85.59834
China,2024-02-27,85.59834
China,2024-02-28,85.59834
China,2024-02-29,85.59834
China,2024-03-01,85.616585
China,2024-03-02,85.616585
China,2024-03-03,85.627106
China,2024-03-04,85.627106
China,2024-03-05,85.627106
China,2024-03-06,85.627106
China,2024-03-07,85.627106
China,2024-03-08,85.627106
China,2024-03-09,85.627106
China,2024-03-10,85.638336
China,2024-03-11,85.638336
China,2024-03-12,85.638336
China,2024-03-13,85.638336
China,2024-03-14,85.638336
China,2024-03-15,85.638336
China,2024-03-16,85.638336
China,2024-03-17,85.638336
China,2024-03-18,85.638336
China,2024-03-19,85.638336
China,2024-03-20,85.638336
China,2024-03-21,85.66079
China,2024-03-22,85.66079
China,2024-03-23,85.66079
China,2024-03-24,85.67763
China,2024-03-25,85.67763
China,2024-03-26,85.67763
China,2024-03-27,85.67763
China,2024-03-28,85.67763
China,2024-03-29,85.67763
China,2024-03-30,85.67763
China,2024-03-31,85.690956
China,2024-04-01,85.690956
China,2024-04-02,85.690956
China,2024-04-03,85.690956
China,2024-04-04,85.690956
China,2024-04-05,85.690956
China,2024-04-06,85.690956
China,2024-04-07,85.70359
China,2024-04-08,85.70359
China,2024-04-09,85.70359
China,2024-04-10,85.70359
China,2024-04-11,85.70359
China,2024-04-12,85.70359
China,2024-04-13,85.70359
China,2024-04-14,85.71061
China,2024-04-15,85.71061
China,2024-04-16,85.71061
China,2024-04-17,85.71061
China,2024-04-18,85.71061
China,2024-04-19,85.71061
China,2024-04-20,85.71061
China,2024-04-21,85.722534
China,2024-04-22,85.722534
China,2024-04-23,85.722534
China,2024-04-24,85.722534
China,2024-04-25,85.722534
China,2024-04-26,85.722534
China,2024-04-27,85.722534
China,2024-04-28,85.726746
China,2024-04-29,85.726746
China,2024-04-30,85.726746
China,2024-05-01,85.736565
China,2024-05-02,85.736565
China,2024-05-03,85.736565
China,2024-05-04,85.736565
China,2024-05-05,85.740776
China,2024-05-06,85.740776
China,2024-05-07,85.740776
China,2024-05-08,85.740776
China,2024-05-09,85.740776
China,2024-05-10,85.740776
China,2024-05-11,85.740776
China,2024-05-12,85.744286
China,2024-05-13,85.744286
China,2024-05-14,85.744286
China,2024-05-15,85.744286
China,2024-05-16,85.744286
China,2024-05-17,85.744286
China,2024-05-18,85.744286
China,2024-05-19,85.75411
China,2024-05-20,85.75411
China,2024-05-21,85.75411
China,2024-05-22,85.75411
China,2024-05-23,85.75411
China,2024-05-24,85.75411
China,2024-05-25,85.75411
China,2024-05-26,85.76112
China,2024-05-27,85.76112
China,2024-05-28,85.76112
China,2024-05-29,85.76112
China,2024-05-30,85.76112
China,2024-05-31,85.76112
China,2024-06-01,85.76674
China,2024-06-02,85.77376
China,2024-06-03,85.77376
China,2024-06-04,85.77376
China,2024-06-05,85.77376
China,2024-06-06,85.77376
China,2024-06-07,85.77376
China,2024-06-08,85.77376
China,2024-06-09,85.77727
China,2024-06-10,85.77727
China,2024-06-11,85.77727
China,2024-06-12,85.77727
China,2024-06-13,85.77727
China,2024-06-14,85.77727
China,2024-06-15,85.77727
China,2024-06-16,85.78147
China,2024-06-17,85.78147
China,2024-06-18,85.78147
China,2024-06-19,85.78147
China,2024-06-20,85.78147
China,2024-06-21,85.78147
China,2024-06-22,85.78147
China,2024-06-23,85.78358
China,2024-06-24,85.78358
China,2024-06-25,85.78358
China,2024-06-26,85.78358
China,2024-06-27,85.78358
China,2024-06-28,85.78358
China,2024-06-29,85.78358
China,2024-06-30,85.786385
China,2024-07-01,85.789894
China,2024-07-02,85.789894
China,2024-07-03,85.789894
China,2024-07-04,85.789894
China,2024-07-05,85.789894
China,2024-07-06,85.789894
China,2024-07-07,85.7934
China,2024-07-08,85.7934
China,2024-07-09,85.7934
China,2024-07-10,85.7934
China,2024-07-11,85.7934
China,2024-07-12,85.7934
China,2024-07-13,85.7934
China,2024-07-14,85.79481
China,2024-07-15,85.79481
China,2024-07-16,85.79481
China,2024-07-17,85.79481
China,2024-07-18,85.79481
China,2024-07-19,85.79481
China,2024-07-20,85.79481
China,2024-07-21,85.79972
China,2024-07-22,85.79972
China,2024-07-23,85.79972
China,2024-07-24,85.79972
China,2024-07-25,85.79972
China,2024-07-26,85.79972
China,2024-07-27,85.79972
China,2024-07-28,85.80603
China,2024-07-29,85.80603
China,2024-07-30,85.80603
China,2024-07-31,85.80603
China,2024-08-01,85.807434
China,2024-08-02,85.807434
China,2024-08-03,85.807434
China,2024-08-04,85.81656
China,2024-08-05,85.81656
China,2024-08-06,85.81656
China,2024-08-07,85.81656
China,2024-08-08,85.81656
China,2024-08-09,85.81656
China,2024-08-10,85.81656
China,2024-08-11,85.82007
China,2024-08-12,85.82007
China,2024-08-13,85.82007
China,2024-08-14,85.82007
China,2024-08-15,85.82007
China,2024-08-16,85.82007
China,2024-08-17,85.82007
China,2024-08-18,85.82708
China,2024-08-19,85.82708
China,2024-08-20,85.82708
China,2024-08-21,85.82708
China,2024-08-22,85.82708
China,2024-08-23,85.82708
China,2024-08-24,85.82708
China,2024-08-25,85.82989
China,2024-08-26,85.82989
China,2024-08-27,85.82989
China,2024-08-28,85.82989
China,2024-08-29,85.82989
China,2024-08-30,85.82989
China,2024-08-31,85.82989
China,2024-09-01,85.84463
China,2024-09-02,85.84463
China,2024-09-03,85.84463
China,2024-09-04,85.84463
China,2024-09-05,85.84463
China,2024-09-06,85.84463
China,2024-09-07,85.84463
China,2024-09-08,85.84953
China,2024-09-09,85.84953
China,2024-09-10,85.84953
China,2024-09-11,85.84953
China,2024-09-12,85.84953
China,2024-09-13,85.84953
China,2024-09-14,85.84953
China,2024-09-15,85.850235
China,2024-09-16,85.850235
China,2024-09-17,85.850235
China,2024-09-18,85.850235
China,2024-09-19,85.850235
China,2024-09-20,85.850235
China,2024-09-21,85.850235
China,2024-09-22,85.85445
China,2024-09-23,85.85445
China,2024-09-24,85.85445
China,2024-09-25,85.85445
China,2024-09-26,85.85445
China,2024-09-27,85.85445
China,2024-09-28,85.85445
China,2024-09-29,85.85585
China,2024-09-30,85.85585
China,2024-10-01,85.86006
China,2024-10-02,85.86006
China,2024-10-03,85.86006
China,2024-10-04,85.86006
China,2024-10-05,85.86006
China,2024-10-06,85.86076
China,2024-10-07,85.86076
China,2024-10-08,85.86076
China,2024-10-09,85.86076
China,2024-10-10,85.86076
China,2024-10-11,85.86076
China,2024-10-12,85.86076
China,2024-10-13,85.86076
China,2024-10-14,85.86076
China,2024-10-15,85.86076
China,2024-10-16,85.86076
China,2024-10-17,85.86076
China,2024-10-18,85.86076
China,2024-10-19,85.86076
China,2024-10-20,85.86076
China,2024-10-21,85.86076
China,2024-10-22,85.86076
China,2024-10-23,85.86076
China,2024-10-24,85.86076
China,2024-10-25,85.86076
China,2024-10-26,85.86076
China,2024-10-27,85.86076
China,2024-10-28,85.86076
China,2024-10-29,85.86076
China,2024-10-30,85.86076
China,2024-10-31,85.86076
China,2024-11-01,85.864975
China,2024-11-02,85.864975
China,2024-11-03,85.86568
China,2024-11-04,85.86568
China,2024-11-05,85.86568
China,2024-11-06,85.86568
China,2024-11-07,85.86568
China,2024-11-08,85.86568
China,2024-11-09,85.86568
China,2024-11-10,85.86638
China,2024-11-11,85.86638
China,2024-11-12,85.86638
China,2024-11-13,85.86638
China,2024-11-14,85.86638
China,2024-11-15,85.86638
China,2024-11-16,85.86638
China,2024-11-17,85.86778
China,2024-11-18,85.86778
China,2024-11-19,85.86778
China,2024-11-20,85.86778
China,2024-11-21,85.86778
China,2024-11-22,85.86778
China,2024-11-23,85.86778
China,2024-11-24,85.86778
China,2024-11-25,85.86778
China,2024-11-26,85.86778
China,2024-11-27,85.86778
China,2024-11-28,85.86778
China,2024-11-29,85.86778
China,2024-11-30,85.86778
China,2024-12-01,85.875496
China,2024-12-02,85.875496
China,2024-12-03,85.875496
China,2024-12-04,85.875496
China,2024-12-05,85.875496
China,2024-12-06,85.875496
China,2024-12-07,85.875496
China,2024-12-08,85.875496
China,2024-12-09,85.875496
China,2024-12-10,85.875496
China,2024-12-11,85.875496
China,2024-12-12,85.875496
China,2024-12-13,85.875496
China,2024-12-14,85.875496
China,2024-12-15,85.8762
China,2024-12-16,85.8762
China,2024-12-17,85.8762
China,2024-12-18,85.8762
China,2024-12-19,85.8762
China,2024-12-20,85.8762
China,2024-12-21,85.8762
China,2024-12-22,85.8762
China,2024-12-23,85.8762
China,2024-12-24,85.8762
China,2024-12-25,85.8762
China,2024-12-26,85.8762
China,2024-12-27,85.8762
China,2024-12-28,85.8762
China,2024-12-29,85.8776
China,2024-12-30,85.8776
China,2024-12-31,85.8776
China,2025-01-01,85.882515
China,2025-01-02,85.882515
China,2025-01-03,85.882515
China,2025-01-04,85.882515
China,2025-01-05,85.882515
China,2025-01-06,85.882515
China,2025-01-07,85.882515
China,2025-01-08,85.882515
China,2025-01-09,85.882515
China,2025-01-10,85.882515
China,2025-01-11,85.882515
China,2025-01-12,85.882515
China,2025-01-13,85.882515
China,2025-01-14,85.882515
China,2025-01-15,85.882515
China,2025-01-16,85.882515
China,2025-01-17,85.882515
China,2025-01-18,85.882515
China,2025-01-19,85.882515
China,2025-01-20,85.882515
China,2025-01-21,85.882515
China,2025-01-22,85.882515
China,2025-01-23,85.882515
China,2025-01-24,85.882515
China,2025-01-25,85.882515
China,2025-01-26,85.882515
China,2025-01-27,85.882515
China,2025-01-28,85.882515
China,2025-01-29,85.882515
China,2025-01-30,85.882515
China,2025-01-31,85.882515
China,2025-02-01,85.882515
China,2025-02-02,85.882515
China,2025-02-03,85.882515
China,2025-02-04,85.882515
China,2025-02-05,85.882515
China,2025-02-06,85.882515
China,2025-02-07,85.882515
China,2025-02-08,85.882515
China,2025-02-09,85.882515
China,2025-02-10,85.882515
China,2025-02-11,85.882515
China,2025-02-12,85.882515
China,2025-02-13,85.882515
China,2025-02-14,85.882515
China,2025-02-15,85.882515
China,2025-02-16,85.882515
China,2025-02-17,85.882515
China,2025-02-18,85.882515
China,2025-02-19,85.882515
China,2025-02-20,85.882515
China,2025-02-21,85.882515
China,2025-02-22,85.882515
China,2025-02-23,85.882515
China,2025-02-24,85.882515
China,2025-02-25,85.882515
China,2025-02-26,85.882515
China,2025-02-27,85.882515
China,2025-02-28,85.882515
China,2025-03-01,85.882515
China,2025-03-02,85.882515
China,2025-03-03,85.882515
China,2025-03-04,85.882515
China,2025-03-05,85.882515
China,2025-03-06,85.882515
China,2025-03-07,85.882515
China,2025-03-08,85.882515
China,2025-03-09,85.882515
China,2025-03-10,85.882515
China,2025-03-11,85.882515
China,2025-03-12,85.882515
China,2025-03-13,85.882515
China,2025-03-14,85.882515
China,2025-03-15,85.882515
China,2025-03-16,85.882515
China,2025-03-17,85.882515
China,2025-03-18,85.882515
China,2025-03-19,85.882515
China,2025-03-20,85.882515
China,2025-03-21,85.882515
China,2025-03-22,85.882515
China,2025-03-23,85.882515
China,2025-03-24,85.882515
China,2025-03-25,85.882515
China,2025-03-26,85.882515
China,2025-03-27,85.882515
China,2025-03-28,85.882515
China,2025-03-29,85.882515
China,2025-03-30,85.882515
France,2020-01-04,0
France,2020-01-05,0
France,2020-01-06,0
France,2020-01-07,0
France,2020-01-08,0
France,2020-01-09,0
France,2020-01-10,0
France,2020-01-11,0
France,2020-01-12,0
France,2020-01-13,0
France,2020-01-14,0
France,2020-01-15,0
France,2020-01-16,0
France,2020-01-17,0
France,2020-01-18,0
France,2020-01-19,0
France,2020-01-20,0
France,2020-01-21,0
France,2020-01-22,0
France,2020-01-23,0
France,2020-01-24,0
France,2020-01-25,0
France,2020-01-26,0
France,2020-01-27,0
France,2020-01-28,0
France,2020-01-29,0
France,2020-01-30,0
France,2020-01-31,0
France,2020-02-01,0
France,2020-02-02,0
France,2020-02-03,0
France,2020-02-04,0
France,2020-02-05,0
France,2020-02-06,0
France,2020-02-07,0
France,2020-02-08,0
France,2020-02-09,0
France,2020-02-10,0
France,2020-02-11,0
France,2020-02-12,0
France,2020-02-13,0
France,2020-02-14,0
France,2020-02-15,0
France,2020-02-16,0
France,2020-02-17,0
France,2020-02-18,0
France,2020-02-19,0
France,2020-02-20,0
France,2020-02-21,0
France,2020-02-22,0
France,2020-02-23,0
France,2020-02-24,0
France,2020-02-25,0
France,2020-02-26,0
France,2020-02-27,0
France,2020-02-28,0
France,2020-02-29,0
France,2020-03-01,0
France,2020-03-02,0
France,2020-03-03,0
France,2020-03-04,0
France,2020-03-05,0
France,2020-03-06,0
France,2020-03-07,0
France,2020-03-08,0
France,2020-03-09,0
France,2020-03-10,0
France,2020-03-11,0
France,2020-03-12,0
France,2020-03-13,0
France,2020-03-14,0
France,2020-03-15,0.6689758
France,2020-03-16,0.6689758
France,2020-03-17,0.6689758
France,2020-03-18,0.6689758
France,2020-03-19,0.6689758
France,2020-03-20,0.6689758
France,2020-03-21,0.6689758
France,2020-03-22,11.092552
France,2020-03-23,11.092552
France,2020-03-24,11.092552
France,2020-03-25,11.092552
France,2020-03-26,11.092552
France,2020-03-27,11.092552
France,2020-03-28,11.092552
France,2020-03-29,42.192146
France,2020-03-30,42.192146
France,2020-03-31,42.192146
France,2020-04-01,42.192146
France,2020-04-02,42.192146
France,2020-04-03,42.192146
France,2020-04-04,42.192146
France,2020-04-05,93.15877
France,2020-04-06,93.15877
France,2020-04-07,93.15877
France,2020-04-08,93.15877
France,2020-04-09,93.15877
France,2020-04-10,93.15877
France,2020-04-11,93.15877
France,2020-04-12,145.1833
France,2020-04-13,145.1833
France,2020-04-14,145.1833
France,2020-04-15,145.1833
France,2020-04-16,145.1833
France,2020-04-17,145.1833
France,2020-04-18,145.1833
France,2020-04-19,187.65549
France,2020-04-20,187.65549
France,2020-04-21,187.65549
France,2020-04-22,187.65549
France,2020-04-23,187.65549
France,2020-04-24,187.65549
France,2020-04-25,187.65549
France,2020-04-26,220.26416
France,2020-04-27,220.26416
France,2020-04-28,220.26416
France,2020-04-29,220.26416
France,2020-04-30,220.26416
France,2020-05-01,220.26416
France,2020-05-02,220.26416
France,2020-05-03,242.13812
France,2020-05-04,242.13812
France,2020-05-05,242.13812
France,2020-05-06,242.13812
France,2020-05-07,242.13812
France,2020-05-08,242.13812
France,2020-05-09,242.13812
France,2020-05-10,258.56693
France,2020-05-11,258.56693
France,2020-05-12,258.56693
France,2020-05-13,258.56693
France,2020-05-14,258.56693
France,2020-05-15,258.56693
France,2020-05-16,258.56693
France,2020-05-17,271.16855
France,2020-05-18,271.16855
France,2020-05-19,271.16855
France,2020-05-20,271.16855
France,2020-05-21,271.16855
France,2020-05-22,271.16855
France,2020-05-23,271.16855
France,2020-05-24,279.9119
France,2020-05-25,279.9119
France,2020-05-26,279.9119
France,2020-05-27,279.9119
France,2020-05-28,279.9119
France,2020-05-29,279.9119
France,2020-05-30,279.9119
France,2020-05-31,287.23953
France,2020-06-01,287.23953
France,2020-06-02,287.23953
France,2020-06-03,287.23953
France,2020-06-04,287.23953
France,2020-06-05,287.23953
France,2020-06-06,287.23953
France,2020-06-07,292.3891
France,2020-06-08,292.3891
France,2020-06-09,292.3891
France,2020-06-10,292.3891
France,2020-06-11,292.3891
France,2020-06-12,292.3891
France,2020-06-13,292.3891
France,2020-06-14,296.40295
France,2020-06-15,296.40295
France,2020-06-16,296.40295
France,2020-06-17,296.40295
France,2020-06-18,296.40295
France,2020-06-19,296.40295
France,2020-06-20,296.40295
France,2020-06-21,298.8766
France,2020-06-22,298.8766
France,2020-06-23,298.8766
France,2020-06-24,298.8766
France,2020-06-25,298.8766
France,2020-06-26,298.8766
France,2020-06-27,298.8766
France,2020-06-28,300.6035
France,2020-06-29,300.6035
France,2020-06-30,300.6035
France,2020-07-01,300.6035
France,2020-07-02,300.6035
France,2020-07-03,300.6035
France,2020-07-04,300.6035
France,2020-07-05,302.15924
France,2020-07-06,302.15924
France,2020-07-07,302.15924
France,2020-07-08,302.15924
France,2020-07-09,302.15924
France,2020-07-10,302.15924
France,2020-07-11,302.15924
France,2020-07-12,304.02615
France,2020-07-13,304.02615
France,2020-07-14,304.02615
France,2020-07-15,304.02615
France,2020-07-16,304.02615
France,2020-07-17,304.02615
France,2020-07-18,304.02615
France,2020-07-19,305.48856
France,2020-07-20,305.48856
France,2020-07-21,305.48856
France,2020-07-22,305.48856
France,2020-07-23,305.48856
France,2020-07-24,305.48856
France,2020-07-25,305.48856
France,2020-07-26,307.0132
France,2020-07-27,307.0132
France,2020-07-28,307.0132
France,2020-07-29,307.0132
France,2020-07-30,307.0132
France,2020-07-31,307.0132
France,2020-08-01,307.0132
France,2020-08-02,308.21115
France,2020-08-03,308.21115
France,2020-08-04,308.21115
France,2020-08-05,308.21115
France,2020-08-06,308.21115
France,2020-08-07,308.21115
France,2020-08-08,308.21115
France,2020-08-09,309.2846
France,2020-08-10,309.2846
France,2020-08-11,309.2846
France,2020-08-12,309.2846
France,2020-08-13,309.2846
France,2020-08-14,309.2846
France,2020-08-15,309.2846
France,2020-08-16,310.7159
France,2020-08-17,310.7159
France,2020-08-18,310.7159
France,2020-08-19,310.7159
France,2020-08-20,310.7159
France,2020-08-21,310.7159
France,2020-08-22,310.7159
France,2020-08-23,312.5517
France,2020-08-24,312.5517
France,2020-08-25,312.5517
France,2020-08-26,312.5517
France,2020-08-27,312.5517
France,2020-08-28,312.5517
France,2020-08-29,312.5517
France,2020-08-30,314.2786
France,2020-08-31,314.2786
France,2020-09-01,314.2786
France,2020-09-02,314.2786
France,2020-09-03,314.2786
France,2020-09-04,314.2786
France,2020-09-05,314.2786
France,2020-09-06,316.23886
France,2020-09-07,316.23886
France,2020-09-08,316.23886
France,2020-09-09,316.23886
France,2020-09-10,316.23886
France,2020-09-11,316.23886
France,2020-09-12,316.23886
France,2020-09-13,320.25272
France,2020-09-14,320.25272
France,2020-09-15,320.25272
France,2020-09-16,320.25272
France,2020-09-17,320.25272
France,2020-09-18,320.25272
France,2020-09-19,320.25272
France,2020-09-20,326.9269
France,2020-09-21,326.9269
France,2020-09-22,326.9269
France,2020-09-23,326.9269
France,2020-09-24,326.9269
France,2020-09-25,326.9269
France,2020-09-26,326.9269
France,2020-09-27,335.6236
France,2020-09-28,335.6236
France,2020-09-29,335.6236
France,2020-09-30,335.6236
France,2020-10-01,335.6236
France,2020-10-02,335.6236
France,2020-10-03,335.6236
France,2020-10-04,344.35138
France,2020-10-05,344.35138
France,2020-10-06,344.35138
France,2020-10-07,344.35138
France,2020-10-08,344.35138
France,2020-10-09,344.35138
France,2020-10-10,344.35138
France,2020-10-11,355.08612
France,2020-10-12,355.08612
France,2020-10-13,355.08612
France,2020-10-14,355.08612
France,2020-10-15,355.08612
France,2020-10-16,355.08612
France,2020-10-17,355.08612
France,2020-10-18,370.06805
France,2020-10-19,370.06805
France,2020-10-20,370.06805
France,2020-10-21,370.06805
France,2020-10-22,370.06805
France,2020-10-23,370.06805
France,2020-10-24,370.06805
France,2020-10-25,397.6672
France,2020-10-26,397.6672
France,2020-10-27,397.6672
France,2020-10-28,397.6672
France,2020-10-29,397.6672
France,2020-10-30,397.6672
France,2020-10-31,397.6672
France,2020-11-01,446.7358
France,2020-11-02,446.7358
France,2020-11-03,446.7358
France,2020-11-04,446.7358
France,2020-11-05,446.7358
France,2020-11-06,446.7358
France,2020-11-07,446.7358
France,2020-11-08,521.31885
France,2020-11-09,521.31885
France,2020-11-10,521.31885
France,2020-11-11,521.31885
France,2020-11-12,521.31885
France,2020-11-13,521.31885
France,2020-11-14,521.31885
France,2020-11-15,606.6832
France,2020-11-16,606.6832
France,2020-11-17,606.6832
France,2020-11-18,606.6832
France,2020-11-19,606.6832
France,2020-11-20,606.6832
France,2020-11-21,606.6832
France,2020-11-22,693.8368
France,2020-11-23,693.8368
France,2020-11-24,693.8368
France,2020-11-25,693.8368
France,2020-11-26,693.8368
France,2020-11-27,693.8368
France,2020-11-28,693.8368
France,2020-11-29,766.6307
France,2020-11-30,766.6307
France,2020-12-01,766.6307
France,2020-12-02,766.6307
France,2020-12-03,766.6307
France,2020-12-04,766.6307
France,2020-12-05,766.6307
France,2020-12-06,828.28534
France,2020-12-07,828.28534
France,2020-12-08,828.28534
France,2020-12-09,828.28534
France,2020-12-10,828.28534
France,2020-12-11,828.28534
France,2020-12-12,828.28534
France,2020-12-13,887.27966
France,2020-12-14,887.27966
France,2020-12-15,887.27966
France,2020-12-16,887.27966
France,2020-12-17,887.27966
France,2020-12-18,887.27966
France,2020-12-19,887.27966
France,2020-12-20,939.91095
France,2020-12-21,939.91095
France,2020-12-22,939.91095
France,2020-12-23,939.91095
France,2020-12-24,939.91095
France,2020-12-25,939.91095
France,2020-12-26,939.91095
France,2020-12-27,988.43506
France,2020-12-28,988.43506
France,2020-12-29,988.43506
France,2020-12-30,988.43506
France,2020-12-31,988.43506
France,2021-01-01,988.43506
France,2021-01-02,988.43506
France,2021-01-03,1033.7854
France,2021-01-04,1033.7854
France,2021-01-05,1033.7854
France,2021-01-06,1033.7854
France,2021-01-07,1033.7854
France,2021-01-08,1033.7854
France,2021-01-09,1033.7854
France,2021-01-10,1087.1323
France,2021-01-11,1087.1323
France,2021-01-12,1087.1323
France,2021-01-13,1087.1323
France,2021-01-14,1087.1323
France,2021-01-15,1087.1323
France,2021-01-16,1087.1323
France,2021-01-17,1140.8682
France,2021-01-18,1140.8682
France,2021-01-19,1140.8682
France,2021-01-20,1140.8682
France,2021-01-21,1140.8682
France,2021-01-22,1140.8682
France,2021-01-23,1140.8682
France,2021-01-24,1193.9817
France,2021-01-25,1193.9817
France,2021-01-26,1193.9817
France,2021-01-27,1193.9817
France,2021-01-28,1193.9817
France,2021-01-29,1193.9817
France,2021-01-30,1193.9817
France,2021-01-31,1243.1282
France,2021-02-01,1243.1282
France,2021-02-02,1243.1282
France,2021-02-03,1243.1282
France,2021-02-04,1243.1282
