Entity,Day,Total confirmed cases of COVID-19 per million people,Year
Brazil,2023-01-01,172754.08,2023
Brazil,2023-01-02,172754.08,2023
Brazil,2023-01-03,172754.08,2023
Brazil,2023-01-04,172901.89,2023
Brazil,2023-01-05,173035.3,2023
Brazil,2023-01-06,173190.86,2023
Brazil,2023-01-07,173322.44,2023
Brazil,2023-01-08,173447.98,2023
Brazil,2023-01-09,173501.11,2023
Brazil,2023-01-10,173509.02,2023
Brazil,2023-01-11,173610.0,2023
Brazil,2023-01-12,173805.64,2023
Brazil,2023-01-13,173931.33,2023
Brazil,2023-01-14,174022.02,2023
Brazil,2023-01-15,174022.02,2023
Brazil,2023-01-16,174149.34,2023
Brazil,2023-01-17,174165.44,2023
Brazil,2023-01-18,174225.77,2023
Brazil,2023-01-19,174341.12,2023
Brazil,2023-01-20,174401.97,2023
Brazil,2023-01-21,174501.97,2023
Brazil,2023-01-22,174568.44,2023
Brazil,2023-01-23,174590.55,2023
Brazil,2023-01-24,174593.17,2023
Brazil,2023-01-25,174654.31,2023
Brazil,2023-01-26,174751.78,2023
Brazil,2023-01-27,174833.88,2023
Brazil,2023-01-28,174888.33,2023
Brazil,2023-01-29,174941.3,2023
Brazil,2023-01-30,174953.23,2023
Brazil,2023-01-31,174955.53,2023
Brazil,2023-02-01,175019.98,2023
Brazil,2023-02-02,175099.7,2023
Brazil,2023-02-03,175163.23,2023
Brazil,2023-02-04,175258.2,2023
Brazil,2023-02-05,175299.78,2023
Brazil,2023-02-06,175307.2,2023
Brazil,2023-02-07,175310.66,2023
Brazil,2023-02-08,175357.39,2023
Brazil,2023-02-09,175401.22,2023
Brazil,2023-02-10,175495.83,2023
Brazil,2023-02-11,175542.11,2023
Brazil,2023-02-12,175602.58,2023
Brazil,2023-02-13,175613.0,2023
Brazil,2023-02-14,175614.42,2023
Brazil,2023-02-15,175712.67,2023
Brazil,2023-02-16,175712.67,2023
Brazil,2023-02-17,175747.84,2023
Brazil,2023-02-18,175793.61,2023
Brazil,2023-02-19,175875.25,2023
Brazil,2023-02-20,175883.28,2023
Brazil,2023-02-21,175885.58,2023
Brazil,2023-02-22,175887.56,2023
Brazil,2023-02-23,175896.52,2023
Brazil,2023-02-24,175921.11,2023
Brazil,2023-02-25,175976.34,2023
Brazil,2023-02-26,176031.44,2023
Brazil,2023-02-27,176045.39,2023
Brazil,2023-02-28,176049.92,2023
Brazil,2023-03-01,176115.6,2023
Brazil,2023-03-02,176185.53,2023
Brazil,2023-03-03,176235.58,2023
Brazil,2023-03-04,176251.4,2023
Brazil,2023-03-05,176295.44,2023
Brazil,2023-03-06,176340.45,2023
Brazil,2023-03-07,176340.45,2023
Brazil,2023-03-08,176340.45,2023
Brazil,2023-03-09,176340.45,2023
Brazil,2023-03-10,176340.45,2023
Brazil,2023-03-11,176340.45,2023
Brazil,2023-03-12,176340.45,2023
Brazil,2023-03-13,176625.73,2023
Brazil,2023-03-14,176625.73,2023
Brazil,2023-03-15,176625.73,2023
Brazil,2023-03-16,176625.73,2023
Brazil,2023-03-17,176625.73,2023
Brazil,2023-03-18,176625.73,2023
Brazil,2023-03-19,176625.73,2023
Brazil,2023-03-20,176907.05,2023
Brazil,2023-03-21,176907.05,2023
Brazil,2023-03-22,176907.05,2023
Brazil,2023-03-23,176907.05,2023
Brazil,2023-03-24,176907.05,2023
Brazil,2023-03-25,176907.05,2023
Brazil,2023-03-26,176907.05,2023
Brazil,2023-03-27,176907.05,2023
Brazil,2023-03-28,176907.05,2023
Brazil,2023-03-29,176907.05,2023
Brazil,2023-03-30,177163.75,2023
Brazil,2023-03-31,177163.75,2023
Brazil,2023-04-01,177163.75,2023
Brazil,2023-04-02,177163.75,2023
Brazil,2023-04-03,177163.75,2023
Brazil,2023-04-04,177163.75,2023
Brazil,2023-04-05,177163.75,2023
Brazil,2023-04-06,177163.75,2023
Brazil,2023-04-07,177163.75,2023
Brazil,2023-04-08,177163.75,2023
Brazil,2023-04-09,177451.86,2023
Brazil,2023-04-10,177451.86,2023
Brazil,2023-04-11,177451.86,2023
Brazil,2023-04-12,177451.86,2023
Brazil,2023-04-13,177451.86,2023
Brazil,2023-04-14,177451.86,2023
Brazil,2023-04-15,177451.86,2023
Brazil,2023-04-16,177636.53,2023
Brazil,2023-04-17,177636.53,2023
Brazil,2023-04-18,177636.53,2023
Brazil,2023-04-19,177636.53,2023
Brazil,2023-04-20,177636.53,2023
Brazil,2023-04-21,177636.53,2023
Brazil,2023-04-22,177636.53,2023
Brazil,2023-04-23,177870.19,2023
Brazil,2023-04-24,177870.19,2023
Brazil,2023-04-25,177870.19,2023
Brazil,2023-04-26,177870.19,2023
Brazil,2023-04-27,177870.19,2023
Brazil,2023-04-28,177870.19,2023
Brazil,2023-04-29,177870.19,2023
Brazil,2023-04-30,178070.78,2023
Brazil,2023-05-01,178070.78,2023
Brazil,2023-05-02,178070.78,2023
Brazil,2023-05-03,178070.78,2023
Brazil,2023-05-04,178070.78,2023
Brazil,2023-05-05,178070.78,2023
Brazil,2023-05-06,178070.78,2023
Brazil,2023-05-07,178254.11,2023
Brazil,2023-05-08,178254.11,2023
Brazil,2023-05-09,178254.11,2023
Brazil,2023-05-10,178254.11,2023
Brazil,2023-05-11,178254.11,2023
Brazil,2023-05-12,178254.11,2023
Brazil,2023-05-13,178254.11,2023
Brazil,2023-05-14,178367.98,2023
Brazil,2023-05-15,178367.98,2023
Brazil,2023-05-16,178367.98,2023
Brazil,2023-05-17,178367.98,2023
Brazil,2023-05-18,178367.98,2023
Brazil,2023-05-19,178367.98,2023
Brazil,2023-05-20,178367.98,2023
Brazil,2023-05-21,178367.98,2023
Brazil,2023-05-22,178367.98,2023
Brazil,2023-05-23,178367.98,2023
Brazil,2023-05-24,178367.98,2023
Brazil,2023-05-25,178367.98,2023
Brazil,2023-05-26,178367.98,2023
Brazil,2023-05-27,178367.98,2023
Brazil,2023-05-28,178367.98,2023
Brazil,2023-05-29,178367.98,2023
Brazil,2023-05-30,178367.98,2023
Brazil,2023-05-31,178367.98,2023
Brazil,2023-06-01,178367.98,2023
Brazil,2023-06-02,178367.98,2023
Brazil,2023-06-03,178367.98,2023
Brazil,2023-06-04,178367.98,2023
Brazil,2023-06-05,178367.98,2023
Brazil,2023-06-06,178367.98,2023
Brazil,2023-06-07,178367.98,2023
Brazil,2023-06-08,178367.98,2023
Brazil,2023-06-09,178367.98,2023
Brazil,2023-06-10,178367.98,2023
Brazil,2023-06-11,178367.98,2023
Brazil,2023-06-12,178367.98,2023
Brazil,2023-06-13,178367.98,2023
Brazil,2023-06-14,178367.98,2023
Brazil,2023-06-15,178367.98,2023
Brazil,2023-06-16,178367.98,2023
Brazil,2023-06-17,178367.98,2023
Brazil,2023-06-18,178367.98,2023
Brazil,2023-06-19,178367.98,2023
Brazil,2023-06-20,178367.98,2023
Brazil,2023-06-21,178367.98,2023
Brazil,2023-06-22,178367.98,2023
Brazil,2023-06-23,178367.98,2023
Brazil,2023-06-24,178367.98,2023
Brazil,2023-06-25,178367.98,2023
Brazil,2023-06-26,178367.98,2023
Brazil,2023-06-27,178367.98,2023
Brazil,2023-06-28,178367.98,2023
Brazil,2023-06-29,178367.98,2023
Brazil,2023-06-30,178367.98,2023
Brazil,2023-07-01,178367.98,2023
Brazil,2023-07-02,178367.98,2023
Brazil,2023-07-03,178367.98,2023
Brazil,2023-07-04,178367.98,2023
Brazil,2023-07-05,178367.98,2023
Brazil,2023-07-06,178367.98,2023
Brazil,2023-07-07,178367.98,2023
Brazil,2023-07-08,178367.98,2023
Brazil,2023-07-09,178367.98,2023
Brazil,2023-07-10,178367.98,2023
Brazil,2023-07-11,178367.98,2023
Brazil,2023-07-12,178367.98,2023
Brazil,2023-07-13,178367.98,2023
Brazil,2023-07-14,178367.98,2023
Brazil,2023-07-15,178367.98,2023
Brazil,2023-07-16,178367.98,2023
Brazil,2023-07-17,178367.98,2023
Brazil,2023-07-18,178367.98,2023
Brazil,2023-07-19,178367.98,2023
Brazil,2023-07-20,178367.98,2023
Brazil,2023-07-21,178367.98,2023
Brazil,2023-07-22,178367.98,2023
Brazil,2023-07-23,178367.98,2023
Brazil,2023-07-24,178367.98,2023
Brazil,2023-07-25,178367.98,2023
Brazil,2023-07-26,178367.98,2023
Brazil,2023-07-27,178367.98,2023
Brazil,2023-07-28,178367.98,2023
Brazil,2023-07-29,178367.98,2023
Brazil,2023-07-30,178367.98,2023
Brazil,2023-07-31,178367.98,2023
Brazil,2023-08-01,178367.98,2023
Brazil,2023-08-02,178367.98,2023
Brazil,2023-08-03,178367.98,2023
Brazil,2023-08-04,178367.98,2023
Brazil,2023-08-05,178367.98,2023
Brazil,2023-08-06,178367.98,2023
Brazil,2023-08-07,178367.98,2023
Brazil,2023-08-08,178367.98,2023
Brazil,2023-08-09,178367.98,2023
Brazil,2023-08-10,178367.98,2023
Brazil,2023-08-11,178367.98,2023
Brazil,2023-08-12,178367.98,2023
Brazil,2023-08-13,178367.98,2023
Brazil,2023-08-14,178367.98,2023
Brazil,2023-08-15,178367.98,2023
Brazil,2023-08-16,178367.98,2023
Brazil,2023-08-17,178367.98,2023
Brazil,2023-08-18,178367.98,2023
Brazil,2023-08-19,178367.98,2023
Brazil,2023-08-20,178367.98,2023
Brazil,2023-08-21,178367.98,2023
Brazil,2023-08-22,178367.98,2023
Brazil,2023-08-23,178367.98,2023
Brazil,2023-08-24,178367.98,2023
Brazil,2023-08-25,178367.98,2023
Brazil,2023-08-26,178367.98,2023
Brazil,2023-08-27,178367.98,2023
Brazil,2023-08-28,178367.98,2023
Brazil,2023-08-29,178367.98,2023
Brazil,2023-08-30,178367.98,2023
Brazil,2023-08-31,178367.98,2023
Brazil,2023-09-01,178367.98,2023
Brazil,2023-09-02,178367.98,2023
Brazil,2023-09-03,178367.98,2023
Brazil,2023-09-04,178367.98,2023
Brazil,2023-09-05,178367.98,2023
Brazil,2023-09-06,178367.98,2023
Brazil,2023-09-07,178367.98,2023
Brazil,2023-09-08,178367.98,2023
Brazil,2023-09-09,178367.98,2023
Brazil,2023-09-10,178367.98,2023
Brazil,2023-09-11,178367.98,2023
Brazil,2023-09-12,178367.98,2023
Brazil,2023-09-13,178367.98,2023
Brazil,2023-09-14,178367.98,2023
Brazil,2023-09-15,178367.98,2023
Brazil,2023-09-16,178367.98,2023
Brazil,2023-09-17,178367.98,2023
Brazil,2023-09-18,178367.98,2023
Brazil,2023-09-19,178367.98,2023
Brazil,2023-09-20,178367.98,2023
Brazil,2023-09-21,178367.98,2023
Brazil,2023-09-22,178367.98,2023
Brazil,2023-09-23,178367.98,2023
Brazil,2023-09-24,178367.98,2023
Brazil,2023-09-25,178367.98,2023
Brazil,2023-09-26,178367.98,2023
Brazil,2023-09-27,178367.98,2023
Brazil,2023-09-28,178367.98,2023
Brazil,2023-09-29,178367.98,2023
Brazil,2023-09-30,178367.98,2023
Brazil,2023-10-01,178367.98,2023
Brazil,2023-10-02,178367.98,2023
Brazil,2023-10-03,178367.98,2023
Brazil,2023-10-04,178367.98,2023
Brazil,2023-10-05,178367.98,2023
Brazil,2023-10-06,178367.98,2023
Brazil,2023-10-07,178367.98,2023
Brazil,2023-10-08,178367.98,2023
Brazil,2023-10-09,178367.98,2023
Brazil,2023-10-10,178367.98,2023
Brazil,2023-10-11,178367.98,2023
Brazil,2023-10-12,178367.98,2023
Brazil,2023-10-13,178367.98,2023
Brazil,2023-10-14,178367.98,2023
Brazil,2023-10-15,178367.98,2023
Brazil,2023-10-16,178367.98,2023
Brazil,2023-10-17,178367.98,2023
Brazil,2023-10-18,178367.98,2023
Brazil,2023-10-19,178367.98,2023
Brazil,2023-10-20,178367.98,2023
Brazil,2023-10-21,178367.98,2023
Brazil,2023-10-22,178367.98,2023
Brazil,2023-10-23,178367.98,2023
Brazil,2023-10-24,178367.98,2023
Brazil,2023-10-25,178367.98,2023
Brazil,2023-10-26,178367.98,2023
Brazil,2023-10-27,178367.98,2023
Brazil,2023-10-28,178367.98,2023
Brazil,2023-10-29,178367.98,2023
Brazil,2023-10-30,178367.98,2023
Brazil,2023-10-31,178367.98,2023
Brazil,2023-11-01,178367.98,2023
Brazil,2023-11-02,178367.98,2023
Brazil,2023-11-03,178367.98,2023
Brazil,2023-11-04,178367.98,2023
Brazil,2023-11-05,178367.98,2023
Brazil,2023-11-06,178367.98,2023
Brazil,2023-11-07,178367.98,2023
Brazil,2023-11-08,178367.98,2023
Brazil,2023-11-09,178367.98,2023
Brazil,2023-11-10,178367.98,2023
Brazil,2023-11-11,178367.98,2023
Brazil,2023-11-12,178367.98,2023
Brazil,2023-11-13,178367.98,2023
Brazil,2023-11-14,178367.98,2023
Brazil,2023-11-15,178367.98,2023
Brazil,2023-11-16,178367.98,2023
Brazil,2023-11-17,178367.98,2023
Brazil,2023-11-18,178367.98,2023
Brazil,2023-11-19,178367.98,2023
Brazil,2023-11-20,178367.98,2023
Brazil,2023-11-21,178367.98,2023
Brazil,2023-11-22,178367.98,2023
Brazil,2023-11-23,178367.98,2023
Brazil,2023-11-24,178367.98,2023
Brazil,2023-11-25,178367.98,2023
Brazil,2023-11-26,178367.98,2023
Brazil,2023-11-27,178367.98,2023
Brazil,2023-11-28,178367.98,2023
Brazil,2023-11-29,178367.98,2023
Brazil,2023-11-30,178367.98,2023
Brazil,2023-12-01,178367.98,2023
Brazil,2023-12-02,178367.98,2023
Brazil,2023-12-03,178367.98,2023
Brazil,2023-12-04,178367.98,2023
Brazil,2023-12-05,178367.98,2023
Brazil,2023-12-06,178367.98,2023
Brazil,2023-12-07,178367.98,2023
Brazil,2023-12-08,178367.98,2023
Brazil,2023-12-09,178367.98,2023
Brazil,2023-12-10,178367.98,2023
Brazil,2023-12-11,178367.98,2023
Brazil,2023-12-12,178367.98,2023
Brazil,2023-12-13,178367.98,2023
Brazil,2023-12-14,178367.98,2023
Brazil,2023-12-15,178367.98,2023
Brazil,2023-12-16,178367.98,2023
Brazil,2023-12-17,178367.98,2023
Brazil,2023-12-18,178367.98,2023
Brazil,2023-12-19,178367.98,2023
Brazil,2023-12-20,178367.98,2023
Brazil,2023-12-21,178367.98,2023
Brazil,2023-12-22,178367.98,2023
Brazil,2023-12-23,178367.98,2023
Brazil,2023-12-24,178367.98,2023
Brazil,2023-12-25,178367.98,2023
Brazil,2023-12-26,178367.98,2023
Brazil,2023-12-27,178367.98,2023
Brazil,2023-12-28,178367.98,2023
Brazil,2023-12-29,178367.98,2023
Brazil,2023-12-30,178367.98,2023
Brazil,2023-12-31,178367.98,2023
Brazil,2024-01-01,178367.98,2024
Brazil,2024-01-02,178367.98,2024
Brazil,2024-01-03,178367.98,2024
Brazil,2024-01-04,178367.98,2024
Brazil,2024-01-05,178367.98,2024
Brazil,2024-01-06,178367.98,2024
Brazil,2024-01-07,178367.98,2024
Brazil,2024-01-08,178367.98,2024
Brazil,2024-01-09,178367.98,2024
Brazil,2024-01-10,178367.98,2024
Brazil,2024-01-11,178367.98,2024
Brazil,2024-01-12,178367.98,2024
Brazil,2024-01-13,178367.98,2024
Brazil,2024-01-14,178367.98,2024
Brazil,2024-01-15,178367.98,2024
Brazil,2024-01-16,178367.98,2024
Brazil,2024-01-17,178367.98,2024
Brazil,2024-01-18,178367.98,2024
Brazil,2024-01-19,178367.98,2024
Brazil,2024-01-20,178367.98,2024
Brazil,2024-01-21,178367.98,2024
Brazil,2024-01-22,178367.98,2024
Brazil,2024-01-23,178367.98,2024
Brazil,2024-01-24,178367.98,2024
Brazil,2024-01-25,178367.98,2024
Brazil,2024-01-26,178367.98,2024
Brazil,2024-01-27,178367.98,2024
Brazil,2024-01-28,178367.98,2024
Brazil,2024-01-29,178367.98,2024
Brazil,2024-01-30,178367.98,2024
Brazil,2024-01-31,178367.98,2024
Brazil,2024-02-01,178367.98,2024
Brazil,2024-02-02,178367.98,2024
Brazil,2024-02-03,178367.98,2024
Brazil,2024-02-04,178367.98,2024
Brazil,2024-02-05,178367.98,2024
Brazil,2024-02-06,178367.98,2024
Brazil,2024-02-07,178367.98,2024
Brazil,2024-02-08,178367.98,2024
Brazil,2024-02-09,178367.98,2024
Brazil,2024-02-10,178367.98,2024
Brazil,2024-02-11,178367.98,2024
Brazil,2024-02-12,178367.98,2024
Brazil,2024-02-13,178367.98,2024
Brazil,2024-02-14,178367.98,2024
Brazil,2024-02-15,178367.98,2024
Brazil,2024-02-16,178367.98,2024
Brazil,2024-02-17,178367.98,2024
Brazil,2024-02-18,178367.98,2024
Brazil,2024-02-19,178367.98,2024
Brazil,2024-02-20,178367.98,2024
Brazil,2024-02-21,178367.98,2024
Brazil,2024-02-22,178367.98,2024
Brazil,2024-02-23,178367.98,2024
Brazil,2024-02-24,178367.98,2024
Brazil,2024-02-25,178367.98,2024
Brazil,2024-02-26,178367.98,2024
Brazil,2024-02-27,178367.98,2024
Brazil,2024-02-28,178367.98,2024
Brazil,2024-02-29,178367.98,2024
Brazil,2024-03-01,178367.98,2024
Brazil,2024-03-02,178367.98,2024
Brazil,2024-03-03,178367.98,2024
Brazil,2024-03-04,178367.98,2024
Brazil,2024-03-05,178367.98,2024
Brazil,2024-03-06,178367.98,2024
Brazil,2024-03-07,178367.98,2024
Brazil,2024-03-08,178367.98,2024
Brazil,2024-03-09,178367.98,2024
Brazil,2024-03-10,178367.98,2024
Brazil,2024-03-11,178367.98,2024
Brazil,2024-03-12,178367.98,2024
Brazil,2024-03-13,178367.98,2024
Brazil,2024-03-14,178367.98,2024
Brazil,2024-03-15,178367.98,2024
Brazil,2024-03-16,178367.98,2024
Brazil,2024-03-17,178367.98,2024
Brazil,2024-03-18,178367.98,2024
Brazil,2024-03-19,178367.98,2024
Brazil,2024-03-20,178367.98,2024
Brazil,2024-03-21,178367.98,2024
Brazil,2024-03-22,178367.98,2024
Brazil,2024-03-23,178367.98,2024
Brazil,2024-03-24,178367.98,2024
Brazil,2024-03-25,178367.98,2024
Brazil,2024-03-26,178367.98,2024
Brazil,2024-03-27,178367.98,2024
Brazil,2024-03-28,178367.98,2024
Brazil,2024-03-29,178367.98,2024
Brazil,2024-03-30,178367.98,2024
Brazil,2024-03-31,178367.98,2024
Brazil,2024-04-01,178367.98,2024
Brazil,2024-04-02,178367.98,2024
Brazil,2024-04-03,178367.98,2024
Brazil,2024-04-04,178367.98,2024
Brazil,2024-04-05,178367.98,2024
Brazil,2024-04-06,178367.98,2024
Brazil,2024-04-07,178367.98,2024
Brazil,2024-04-08,178367.98,2024
Brazil,2024-04-09,178367.98,2024
Brazil,2024-04-10,178367.98,2024
Brazil,2024-04-11,178367.98,2024
Brazil,2024-04-12,178367.98,2024
Brazil,2024-04-13,178367.98,2024
Brazil,2024-04-14,178367.98,2024
Brazil,2024-04-15,178367.98,2024
Brazil,2024-04-16,178367.98,2024
Brazil,2024-04-17,178367.98,2024
Brazil,2024-04-18,178367.98,2024
Brazil,2024-04-19,178367.98,2024
Brazil,2024-04-20,178367.98,2024
Brazil,2024-04-21,178367.98,2024
Brazil,2024-04-22,178367.98,2024
Brazil,2024-04-23,178367.98,2024
Brazil,2024-04-24,178367.98,2024
Brazil,2024-04-25,178367.98,2024
Brazil,2024-04-26,178367.98,2024
Brazil,2024-04-27,178367.98,2024
Brazil,2024-04-28,178367.98,2024
Brazil,2024-04-29,178367.98,2024
Brazil,2024-04-30,178367.98,2024
Brazil,2024-05-01,178367.98,2024
Brazil,2024-05-02,178367.98,2024
Brazil,2024-05-03,178367.98,2024
Brazil,2024-05-04,178367.98,2024
Brazil,2024-05-05,178367.98,2024
Brazil,2024-05-06,178367.98,2024
Brazil,2024-05-07,178367.98,2024
Brazil,2024-05-08,178367.98,2024
Brazil,2024-05-09,178367.98,2024
Brazil,2024-05-10,178367.98,2024
Brazil,2024-05-11,178367.98,2024
Brazil,2024-05-12,178367.98,2024
Brazil,2024-05-13,178367.98,2024
Brazil,2024-05-14,178367.98,2024
Brazil,2024-05-15,178367.98,2024
Brazil,2024-05-16,178367.98,2024
Brazil,2024-05-17,178367.98,2024
Brazil,2024-05-18,178367.98,2024
Brazil,2024-05-19,178367.98,2024
Brazil,2024-05-20,178367.98,2024
Brazil,2024-05-21,178367.98,2024
Brazil,2024-05-22,178367.98,2024
Brazil,2024-05-23,178367.98,2024
Brazil,2024-05-24,178367.98,2024
Brazil,2024-05-25,178367.98,2024
Brazil,2024-05-26,178367.98,2024
Brazil,2024-05-27,178367.98,2024
Brazil,2024-05-28,178367.98,2024
Brazil,2024-05-29,178367.98,2024
Brazil,2024-05-30,178367.98,2024
Brazil,2024-05-31,178367.98,2024
Brazil,2024-06-01,178367.98,2024
Brazil,2024-06-02,178367.98,2024
Brazil,2024-06-03,178367.98,2024
Brazil,2024-06-04,178367.98,2024
Brazil,2024-06-05,178367.98,2024
Brazil,2024-06-06,178367.98,2024
Brazil,2024-06-07,178367.98,2024
Brazil,2024-06-08,178367.98,2024
Brazil,2024-06-09,178367.98,2024
Brazil,2024-06-10,178367.98,2024
Brazil,2024-06-11,178367.98,2024
Brazil,2024-06-12,178367.98,2024
Brazil,2024-06-13,178367.98,2024
Brazil,2024-06-14,178367.98,2024
Brazil,2024-06-15,178367.98,2024
Brazil,2024-06-16,178367.98,2024
Brazil,2024-06-17,178367.98,2024
Brazil,2024-06-18,178367.98,2024
Brazil,2024-06-19,178367.98,2024
Brazil,2024-06-20,178367.98,2024
Brazil,2024-06-21,178367.98,2024
Brazil,2024-06-22,178367.98,2024
Brazil,2024-06-23,178367.98,2024
Brazil,2024-06-24,178367.98,2024
Brazil,2024-06-25,178367.98,2024
Brazil,2024-06-26,178367.98,2024
Brazil,2024-06-27,178367.98,2024
Brazil,2024-06-28,178367.98,2024
Brazil,2024-06-29,178367.98,2024
Brazil,2024-06-30,178367.98,2024
Brazil,2024-07-01,178367.98,2024
Brazil,2024-07-02,178367.98,2024
Brazil,2024-07-03,178367.98,2024
Brazil,2024-07-04,178367.98,2024
Brazil,2024-07-05,178367.98,2024
Brazil,2024-07-06,178367.98,2024
Brazil,2024-07-07,178367.98,2024
Brazil,2024-07-08,178367.98,2024
Brazil,2024-07-09,178367.98,2024
Brazil,2024-07-10,178367.98,2024
Brazil,2024-07-11,178367.98,2024
Brazil,2024-07-12,178367.98,2024
Brazil,2024-07-13,178367.98,2024
Brazil,2024-07-14,178367.98,2024
Brazil,2024-07-15,178367.98,2024
Brazil,2024-07-16,178367.98,2024
Brazil,2024-07-17,178367.98,2024
Brazil,2024-07-18,178367.98,2024
Brazil,2024-07-19,178367.98,2024
Brazil,2024-07-20,178367.98,2024
Brazil,2024-07-21,178367.98,2024
Brazil,2024-07-22,178367.98,2024
Brazil,2024-07-23,178367.98,2024
Brazil,2024-07-24,178367.98,2024
Brazil,2024-07-25,178367.98,2024
Brazil,2024-07-26,178367.98,2024
Brazil,2024-07-27,178367.98,2024
Brazil,2024-07-28,178367.98,2024
Brazil,2024-07-29,178367.98,2024
Brazil,2024-07-30,178367.98,2024
Brazil,2024-07-31,178367.98,2024
Brazil,2024-08-01,178367.98,2024
Brazil,2024-08-02,178367.98,2024
Brazil,2024-08-03,178367.98,2024
Brazil,2024-08-04,178367.98,2024
Brazil,2024-08-05,178367.98,2024
Brazil,2024-08-06,178367.98,2024
Brazil,2024-08-07,178367.98,2024
Brazil,2024-08-08,178367.98,2024
Brazil,2024-08-09,178367.98,2024
Brazil,2024-08-10,178367.98,2024
Brazil,2024-08-11,178367.98,2024
Brazil,2024-08-12,178367.98,2024
Brazil,2024-08-13,178367.98,2024
Brazil,2024-08-14,178367.98,2024
Brazil,2024-08-15,178367.98,2024
Brazil,2024-08-16,178367.98,2024
Brazil,2024-08-17,178367.98,2024
Brazil,2024-08-18,178367.98,2024
Brazil,2024-08-19,178367.98,2024
Brazil,2024-08-20,178367.98,2024
Brazil,2024-08-21,178367.98,2024
Brazil,2024-08-22,178367.98,2024
Brazil,2024-08-23,178367.98,2024
Brazil,2024-08-24,178367.98,2024
Brazil,2024-08-25,178367.98,2024
Brazil,2024-08-26,178367.98,2024
Brazil,2024-08-27,178367.98,2024
Brazil,2024-08-28,178367.98,2024
Brazil,2024-08-29,178367.98,2024
Brazil,2024-08-30,178367.98,2024
Brazil,2024-08-31,178367.98,2024
Brazil,2024-09-01,178367.98,2024
Brazil,2024-09-02,178367.98,2024
Brazil,2024-09-03,178367.98,2024
Brazil,2024-09-04,178367.98,2024
Brazil,2024-09-05,178367.98,2024
Brazil,2024-09-06,178367.98,2024
Brazil,2024-09-07,178367.98,2024
Brazil,2024-09-08,178367.98,2024
Brazil,2024-09-09,178367.98,2024
Brazil,2024-09-10,178367.98,2024
Brazil,2024-09-11,178367.98,2024
Brazil,2024-09-12,178367.98,2024
Brazil,2024-09-13,178367.98,2024
Brazil,2024-09-14,178367.98,2024
Brazil,2024-09-15,178367.98,2024
Brazil,2024-09-16,178367.98,2024
Brazil,2024-09-17,178367.98,2024
Brazil,2024-09-18,178367.98,2024
Brazil,2024-09-19,178367.98,2024
Brazil,2024-09-20,178367.98,2024
Brazil,2024-09-21,178367.98,2024
Brazil,2024-09-22,178367.98,2024
Brazil,2024-09-23,178367.98,2024
Brazil,2024-09-24,178367.98,2024
Brazil,2024-09-25,178367.98,2024
Brazil,2024-09-26,178367.98,2024
Brazil,2024-09-27,178367.98,2024
Brazil,2024-09-28,178367.98,2024
Brazil,2024-09-29,178367.98,2024
Brazil,2024-09-30,178367.98,2024
Brazil,2024-10-01,178367.98,2024
Brazil,2024-10-02,178367.98,2024
Brazil,2024-10-03,178367.98,2024
Brazil,2024-10-04,178367.98,2024
Brazil,2024-10-05,178367.98,2024
Brazil,2024-10-06,178367.98,2024
Brazil,2024-10-07,178367.98,2024
Brazil,2024-10-08,178367.98,2024
Brazil,2024-10-09,178367.98,2024
Brazil,2024-10-10,178367.98,2024
Brazil,2024-10-11,178367.98,2024
Brazil,2024-10-12,178367.98,2024
Brazil,2024-10-13,178367.98,2024
Brazil,2024-10-14,178367.98,2024
Brazil,2024-10-15,178367.98,2024
Brazil,2024-10-16,178367.98,2024
Brazil,2024-10-17,178367.98,2024
Brazil,2024-10-18,178367.98,2024
Brazil,2024-10-19,178367.98,2024
Brazil,2024-10-20,178367.98,2024
Brazil,2024-10-21,178367.98,2024
Brazil,2024-10-22,178367.98,2024
Brazil,2024-10-23,178367.98,2024
Brazil,2024-10-24,178367.98,2024
Brazil,2024-10-25,178367.98,2024
Brazil,2024-10-26,178367.98,2024
Brazil,2024-10-27,178367.98,2024
Brazil,2024-10-28,178367.98,2024
Brazil,2024-10-29,178367.98,2024
Brazil,2024-10-30,178367.98,2024
Brazil,2024-10-31,178367.98,2024
Brazil,2024-11-01,178367.98,2024
Brazil,2024-11-02,178367.98,2024
Brazil,2024-11-03,178367.98,2024
Brazil,2024-11-04,178367.98,2024
Brazil,2024-11-05,178367.98,2024
Brazil,2024-11-06,178367.98,2024
Brazil,2024-11-07,178367.98,2024
Brazil,2024-11-08,178367.98,2024
Brazil,2024-11-09,178367.98,2024
Brazil,2024-11-10,178367.98,2024
Brazil,2024-11-11,178367.98,2024
Brazil,2024-11-12,178367.98,2024
Brazil,2024-11-13,178367.98,2024
Brazil,2024-11-14,178367.98,2024
Brazil,2024-11-15,178367.98,2024
Brazil,2024-11-16,178367.98,2024
Brazil,2024-11-17,178367.98,2024
Brazil,2024-11-18,178367.98,2024
Brazil,2024-11-19,178367.98,2024
Brazil,2024-11-20,178367.98,2024
Brazil,2024-11-21,178367.98,2024
Brazil,2024-11-22,178367.98,2024
Brazil,2024-11-23,178367.98,2024
Brazil,2024-11-24,178367.98,2024
Brazil,2024-11-25,178367.98,2024
Brazil,2024-11-26,178367.98,2024
Brazil,2024-11-27,178367.98,2024
Brazil,2024-11-28,178367.98,2024
