Entity,Day,Case fatality rate of COVID-19 (%)
Brazil,2020-02-27,0
Brazil,2020-02-28,0
Brazil,2020-02-29,0
Brazil,2020-03-01,0
Brazil,2020-03-02,0
Brazil,2020-03-03,0
Brazil,2020-03-04,0
Brazil,2020-03-05,0
Brazil,2020-03-06,0
Brazil,2020-03-07,0
Brazil,2020-03-08,0
Brazil,2020-03-09,0
Brazil,2020-03-10,0
Brazil,2020-03-11,0
Brazil,2020-03-12,0
Brazil,2020-03-13,0
Brazil,2020-03-14,0
Brazil,2020-03-15,0
Brazil,2020-03-16,0
Brazil,2020-03-17,0
Brazil,2020-03-18,0
Brazil,2020-03-19,0.34364262
Brazil,2020-03-20,0.93457943
Brazil,2020-03-21,0.93457943
Brazil,2020-03-22,1.2168142
Brazil,2020-03-23,1.2168142
Brazil,2020-03-24,1.6170763
Brazil,2020-03-25,1.7979904
Brazil,2020-03-26,2.0899591
Brazil,2020-03-27,2.3427868
Brazil,2020-03-28,2.6415095
Brazil,2020-03-29,2.6924202
Brazil,2020-03-30,2.9208302
Brazil,2020-03-31,3.1954887
Brazil,2020-04-01,3.472374
Brazil,2020-04-02,3.51583
Brazil,2020-04-03,3.5254536
Brazil,2020-04-04,3.7800252
Brazil,2020-04-05,3.9642227
Brazil,2020-04-06,4.203152
Brazil,2020-04-07,4.3665767
Brazil,2020-04-08,4.586928
Brazil,2020-04-09,4.8625793
Brazil,2020-04-10,5.0229173
Brazil,2020-04-11,5.2696424
Brazil,2020-04-12,5.37733
Brazil,2020-04-13,5.4228783
Brazil,2020-04-14,5.5167127
Brazil,2020-04-15,5.6679473
Brazil,2020-04-16,6.0644445
Brazil,2020-04-17,6.1299434
Brazil,2020-04-18,6.3237467
Brazil,2020-04-19,6.356511
Brazil,2020-04-20,6.4127436
Brazil,2020-04-21,6.369328
Brazil,2020-04-22,6.345334
Brazil,2020-04-23,6.362729
Brazil,2020-04-24,6.3509407
Brazil,2020-04-25,6.694011
Brazil,2020-04-26,6.9251814
Brazil,2020-04-27,6.863901
Brazil,2020-04-28,6.794532
Brazil,2020-04-29,6.831476
Brazil,2020-04-30,6.979106
Brazil,2020-05-01,6.993168
Brazil,2020-05-02,6.9114547
Brazil,2020-05-03,6.9102182
Brazil,2020-05-04,6.990545
Brazil,2020-05-05,6.945337
Brazil,2020-05-06,6.7925406
Brazil,2020-05-07,6.904938
Brazil,2020-05-08,6.816911
Brazil,2020-05-09,6.7694993
Brazil,2020-05-10,6.8101125
Brazil,2020-05-11,6.814844
Brazil,2020-05-12,6.8365507
Brazil,2020-05-13,6.8430653
Brazil,2020-05-14,6.9824142
Brazil,2020-05-15,6.9581
Brazil,2020-05-16,6.895889
Brazil,2020-05-17,6.7898436
Brazil,2020-05-18,6.7053556
Brazil,2020-05-19,6.6857476
Brazil,2020-05-20,6.6053023
Brazil,2020-05-21,6.6160336
Brazil,2020-05-22,6.467887
Brazil,2020-05-23,6.4649596
Brazil,2020-05-24,6.3610263
Brazil,2020-05-25,6.3365364
Brazil,2020-05-26,6.24045
Brazil,2020-05-27,6.26117
Brazil,2020-05-28,6.2654963
Brazil,2020-05-29,6.2158074
Brazil,2020-05-30,6.104902
Brazil,2020-05-31,5.9931293
Brazil,2020-06-01,5.7848487
Brazil,2020-06-02,5.6937084
Brazil,2020-06-03,5.686612
Brazil,2020-06-04,5.6175647
Brazil,2020-06-05,5.573135
Brazil,2020-06-06,5.5324006
Brazil,2020-06-07,5.423904
Brazil,2020-06-08,5.3400035
Brazil,2020-06-09,5.2699065
Brazil,2020-06-10,5.2492747
Brazil,2020-06-11,5.193488
Brazil,2020-06-12,5.1371284
Brazil,2020-06-13,5.0968575
Brazil,2020-06-14,5.046754
Brazil,2020-06-15,5.022845
Brazil,2020-06-16,4.9943295
Brazil,2020-06-17,4.9488277
Brazil,2020-06-18,4.900513
Brazil,2020-06-19,4.868235
Brazil,2020-06-20,4.8815
Brazil,2020-06-21,4.739412
Brazil,2020-06-22,4.6812463
Brazil,2020-06-23,4.664998
Brazil,2020-06-24,4.633745
Brazil,2020-06-25,4.5941815
Brazil,2020-06-26,4.5287395
Brazil,2020-06-27,4.4760504
Brazil,2020-06-28,4.3891873
Brazil,2020-06-29,4.344328
Brazil,2020-06-30,4.2868953
Brazil,2020-07-01,4.2621117
Brazil,2020-07-02,4.250518
Brazil,2020-07-03,4.1851163
Brazil,2020-07-04,4.1342597
Brazil,2020-07-05,4.104657
Brazil,2020-07-06,4.0751324
Brazil,2020-07-07,4.046461
Brazil,2020-07-08,4.0342293
Brazil,2020-07-09,3.9998465
Brazil,2020-07-10,3.9671717
Brazil,2020-07-11,3.9403594
Brazil,2020-07-12,3.909204
Brazil,2020-07-13,3.8845015
Brazil,2020-07-14,3.8666131
Brazil,2020-07-15,3.8638873
Brazil,2020-07-16,3.8474193
Brazil,2020-07-17,3.832011
Brazil,2020-07-18,3.8112447
Brazil,2020-07-19,3.8044243
Brazil,2020-07-20,3.796497
Brazil,2020-07-21,3.7880487
Brazil,2020-07-22,3.7816606
Brazil,2020-07-23,3.7731507
Brazil,2020-07-24,3.7158465
Brazil,2020-07-25,3.675756
Brazil,2020-07-26,3.6374173
Brazil,2020-07-27,3.6102958
Brazil,2020-07-28,3.5965576
Brazil,2020-07-29,3.5874097
Brazil,2020-07-30,3.5655332
Brazil,2020-07-31,3.53153
Brazil,2020-08-01,3.49653
Brazil,2020-08-02,3.473259
Brazil,2020-08-03,3.455216
Brazil,2020-08-04,3.4423964
Brazil,2020-08-05,3.4419656
Brazil,2020-08-06,3.419761
Brazil,2020-08-07,3.401662
Brazil,2020-08-08,3.3820684
Brazil,2020-08-09,3.361146
Brazil,2020-08-10,3.3354335
Brazil,2020-08-11,3.3289936
Brazil,2020-08-12,3.3279803
Brazil,2020-08-13,3.3131273
Brazil,2020-08-14,3.2925143
Brazil,2020-08-15,3.2702963
Brazil,2020-08-16,3.2520943
Brazil,2020-08-17,3.2327073
Brazil,2020-08-18,3.2289114
Brazil,2020-08-19,3.2306516
Brazil,2020-08-20,3.2250245
Brazil,2020-08-21,3.2140927
Brazil,2020-08-22,3.206876
Brazil,2020-08-23,3.2091565
Brazil,2020-08-24,3.1892366
Brazil,2020-08-25,3.1822214
Brazil,2020-08-26,3.182816
Brazil,2020-08-27,3.1765711
Brazil,2020-08-28,3.1654577
Brazil,2020-08-29,3.1543915
Brazil,2020-08-30,3.1408722
Brazil,2020-08-31,3.1320126
Brazil,2020-09-01,3.128386
Brazil,2020-09-02,3.105746
Brazil,2020-09-03,3.1029649
Brazil,2020-09-04,3.0961525
Brazil,2020-09-05,3.0832548
Brazil,2020-09-06,3.0668495
Brazil,2020-09-07,3.0609508
Brazil,2020-09-08,3.0610116
Brazil,2020-09-09,3.0609043
Brazil,2020-09-10,3.0625124
Brazil,2020-09-11,3.0619915
Brazil,2020-09-12,3.0558841
Brazil,2020-09-13,3.045096
Brazil,2020-09-14,3.040304
Brazil,2020-09-15,3.0395188
Brazil,2020-09-16,3.0376863
Brazil,2020-09-17,3.037677
Brazil,2020-09-18,3.034702
Brazil,2020-09-19,3.0285816
Brazil,2020-09-20,3.020856
Brazil,2020-09-21,3.015123
Brazil,2020-09-22,3.012237
Brazil,2020-09-23,3.011627
Brazil,2020-09-24,3.0078378
Brazil,2020-09-25,3.0049827
Brazil,2020-09-26,3.001652
Brazil,2020-09-27,2.9967718
Brazil,2020-09-28,2.9971654
Brazil,2020-09-29,2.9951763
Brazil,2020-09-30,2.9935534
Brazil,2020-10-01,2.99153
Brazil,2020-10-02,2.9921834
Brazil,2020-10-03,2.9848826
Brazil,2020-10-04,2.978943
Brazil,2020-10-05,2.9751778
Brazil,2020-10-06,2.9774852
Brazil,2020-10-07,2.9768217
Brazil,2020-10-08,2.968199
Brazil,2020-10-09,2.9641485
Brazil,2020-10-10,2.9622881
Brazil,2020-10-11,2.9596977
Brazil,2020-10-12,2.9551196
Brazil,2020-10-13,2.953653
Brazil,2020-10-14,2.9527133
Brazil,2020-10-15,2.9528546
Brazil,2020-10-16,2.9517806
Brazil,2020-10-17,2.9492865
Brazil,2020-10-18,2.946253
Brazil,2020-10-19,2.9415076
Brazil,2020-10-20,2.9397304
Brazil,2020-10-21,2.936279
Brazil,2020-10-22,2.9358807
Brazil,2020-10-23,2.9328115
Brazil,2020-10-24,2.928453
Brazil,2020-10-25,2.9226942
Brazil,2020-10-26,2.9160686
Brazil,2020-10-27,2.9130566
Brazil,2020-10-28,2.90945
Brazil,2020-10-29,2.9036107
Brazil,2020-10-30,2.8977356
Brazil,2020-10-31,2.8933039
Brazil,2020-11-01,2.8908262
Brazil,2020-11-02,2.8882842
Brazil,2020-11-03,2.88645
Brazil,2020-11-04,2.8852549
Brazil,2020-11-05,2.8834817
Brazil,2020-11-06,2.8820264
Brazil,2020-11-07,2.8818035
Brazil,2020-11-08,2.8771052
Brazil,2020-11-09,2.8702087
Brazil,2020-11-10,2.8671205
Brazil,2020-11-11,2.8656754
Brazil,2020-11-12,2.856627
Brazil,2020-11-13,2.8420727
Brazil,2020-11-14,2.841454
Brazil,2020-11-15,2.8350863
Brazil,2020-11-16,2.8322647
Brazil,2020-11-17,2.8278248
Brazil,2020-11-18,2.8250663
Brazil,2020-11-19,2.8197873
Brazil,2020-11-20,2.8163345
Brazil,2020-11-21,2.8095543
Brazil,2020-11-22,2.8008041
Brazil,2020-11-23,2.791921
Brazil,2020-11-24,2.7865562
Brazil,2020-11-25,2.7840984
Brazil,2020-11-26,2.7802439
Brazil,2020-11-27,2.7692542
Brazil,2020-11-28,2.7636027
Brazil,2020-11-29,2.7567225
Brazil,2020-11-30,2.7432995
Brazil,2020-12-01,2.7369773
Brazil,2020-12-02,2.7323759
Brazil,2020-12-03,2.7215092
Brazil,2020-12-04,2.7112706
Brazil,2020-12-05,2.7018304
Brazil,2020-12-06,2.693065
Brazil,2020-12-07,2.6854682
Brazil,2020-12-08,2.679487
Brazil,2020-12-09,2.676923
Brazil,2020-12-10,2.669049
Brazil,2020-12-11,2.6602702
Brazil,2020-12-12,2.650698
Brazil,2020-12-13,2.6394238
Brazil,2020-12-14,2.632553
Brazil,2020-12-15,2.6282709
Brazil,2020-12-16,2.624963
Brazil,2020-12-17,2.6226413
Brazil,2020-12-18,2.6096468
Brazil,2020-12-19,2.5993772
Brazil,2020-12-20,2.591799
Brazil,2020-12-21,2.5835574
Brazil,2020-12-22,2.5801122
Brazil,2020-12-23,2.5784805
Brazil,2020-12-24,2.5722585
Brazil,2020-12-25,2.568998
Brazil,2020-12-26,2.558799
Brazil,2020-12-27,2.5573802
Brazil,2020-12-28,2.5555847
Brazil,2020-12-29,2.5538712
Brazil,2020-12-30,2.5526218
Brazil,2020-12-31,2.547494
Brazil,2021-01-01,2.5445585
Brazil,2021-01-02,2.53973
Brazil,2021-01-03,2.5376148
Brazil,2021-01-04,2.536479
Brazil,2021-01-05,2.5345802
Brazil,2021-01-06,2.5350437
Brazil,2021-01-07,2.53165
Brazil,2021-01-08,2.5270295
Brazil,2021-01-09,2.5182898
Brazil,2021-01-10,2.5139422
Brazil,2021-01-11,2.509052
Brazil,2021-01-12,2.5056164
Brazil,2021-01-13,2.5035627
Brazil,2021-01-14,2.4975483
Brazil,2021-01-15,2.4945571
Brazil,2021-01-16,2.4878385
Brazil,2021-01-17,2.4810412
Brazil,2021-01-18,2.4753938
Brazil,2021-01-19,2.4722497
Brazil,2021-01-20,2.4706848
Brazil,2021-01-21,2.466694
Brazil,2021-01-22,2.4638212
Brazil,2021-01-23,2.4622047
Brazil,2021-01-24,2.4588184
Brazil,2021-01-25,2.4550676
Brazil,2021-01-26,2.4538991
Brazil,2021-01-27,2.4535494
Brazil,2021-01-28,2.4501207
Brazil,2021-01-29,2.4470828
Brazil,2021-01-30,2.4456856
Brazil,2021-01-31,2.4419112
Brazil,2021-02-01,2.4402921
Brazil,2021-02-02,2.4390066
Brazil,2021-02-03,2.4389548
Brazil,2021-02-04,2.4377768
Brazil,2021-02-05,2.436586
Brazil,2021-02-06,2.4349496
Brazil,2021-02-07,2.4349527
Brazil,2021-02-08,2.4322698
Brazil,2021-02-09,2.430895
Brazil,2021-02-10,2.4315886
Brazil,2021-02-11,2.4326103
Brazil,2021-02-12,2.431369
Brazil,2021-02-13,2.431575
Brazil,2021-02-14,2.4319296
Brazil,2021-02-15,2.4315798
Brazil,2021-02-16,2.4327083
Brazil,2021-02-17,2.4301212
Brazil,2021-02-18,2.4283457
Brazil,2021-02-19,2.4260561
Brazil,2021-02-20,2.4271367
Brazil,2021-02-21,2.4278204
Brazil,2021-02-22,2.4260125
Brazil,2021-02-23,2.4242702
Brazil,2021-02-24,2.424121
Brazil,2021-02-25,2.4228117
Brazil,2021-02-26,2.421017
Brazil,2021-02-27,2.42047
Brazil,2021-02-28,2.418171
Brazil,2021-03-01,2.4171855
Brazil,2021-03-02,2.4162235
Brazil,2021-03-03,2.4154148
Brazil,2021-03-04,2.417233
Brazil,2021-03-05,2.418882
Brazil,2021-03-06,2.417792
Brazil,2021-03-07,2.4175591
Brazil,2021-03-08,2.4163907
Brazil,2021-03-09,2.4085917
Brazil,2021-03-10,2.4104784
Brazil,2021-03-11,2.4128723
Brazil,2021-03-12,2.4160743
Brazil,2021-03-13,2.4197185
Brazil,2021-03-14,2.4209785
Brazil,2021-03-15,2.422314
Brazil,2021-03-16,2.4228864
Brazil,2021-03-17,2.42444
Brazil,2021-03-18,2.4313884
Brazil,2021-03-19,2.435257
Brazil,2021-03-20,2.440399
Brazil,2021-03-21,2.445493
Brazil,2021-03-22,2.4497135
Brazil,2021-03-23,2.4507108
Brazil,2021-03-24,2.4521632
Brazil,2021-03-25,2.462288
Brazil,2021-03-26,2.4605951
Brazil,2021-03-27,2.463132
Brazil,2021-03-28,2.4758284
Brazil,2021-03-29,2.4863172
Brazil,2021-03-30,2.490736
Brazil,2021-03-31,2.4962273
Brazil,2021-04-01,2.509427
Brazil,2021-04-02,2.521934
Brazil,2021-04-03,2.5333953
Brazil,2021-04-04,2.5422456
Brazil,2021-04-05,2.5490448
Brazil,2021-04-06,2.5524383
Brazil,2021-04-07,2.5569556
Brazil,2021-04-08,2.5720007
Brazil,2021-04-09,2.582966
Brazil,2021-04-10,2.5981078
Brazil,2021-04-11,2.6075933
Brazil,2021-04-12,2.613119
Brazil,2021-04-13,2.6193175
Brazil,2021-04-14,2.623332
Brazil,2021-04-15,2.6354792
Brazil,2021-04-16,2.6466072
Brazil,2021-04-17,2.6584163
Brazil,2021-04-18,2.6658247
Brazil,2021-04-19,2.673925
Brazil,2021-04-20,2.6775665
Brazil,2021-04-21,2.681338
Brazil,2021-04-22,2.6917393
Brazil,2021-04-23,2.7011297
Brazil,2021-04-24,2.7068233
Brazil,2021-04-25,2.7141523
Brazil,2021-04-26,2.7221565
Brazil,2021-04-27,2.7250736
Brazil,2021-04-28,2.7275696
Brazil,2021-04-29,2.7353134
Brazil,2021-04-30,2.7420776
Brazil,2021-05-01,2.749605
Brazil,2021-05-02,2.7544901
Brazil,2021-05-03,2.7600007
Brazil,2021-05-04,2.7627347
Brazil,2021-05-05,2.7647836
Brazil,2021-05-06,2.7703514
Brazil,2021-05-07,2.7755787
Brazil,2021-05-08,2.7789998
Brazil,2021-05-09,2.7788193
Brazil,2021-05-10,2.7817204
Brazil,2021-05-11,2.7813358
Brazil,2021-05-12,2.7825725
Brazil,2021-05-13,2.7844548
Brazil,2021-05-14,2.7867892
Brazil,2021-05-15,2.7887607
Brazil,2021-05-16,2.7876368
Brazil,2021-05-17,2.7890422
Brazil,2021-05-18,2.7883646
Brazil,2021-05-19,2.788057
Brazil,2021-05-20,2.7906601
Brazil,2021-05-21,2.7933815
Brazil,2021-05-22,2.794082
Brazil,2021-05-23,2.7945051
Brazil,2021-05-24,2.7930188
Brazil,2021-05-25,2.7921457
Brazil,2021-05-26,2.7905514
Brazil,2021-05-27,2.7913127
Brazil,2021-05-28,2.7922428
Brazil,2021-05-29,2.7944527
Brazil,2021-05-30,2.800433
Brazil,2021-05-31,2.7991028
Brazil,2021-06-01,2.7970188
Brazil,2021-06-02,2.7970717
Brazil,2021-06-03,2.798277
Brazil,2021-06-04,2.7972713
Brazil,2021-06-05,2.7933989
Brazil,2021-06-06,2.7957401
Brazil,2021-06-07,2.7948136
Brazil,2021-06-08,2.7934282
Brazil,2021-06-09,2.7932637
Brazil,2021-06-10,2.7985466
Brazil,2021-06-11,2.8004348
Brazil,2021-06-12,2.80065
Brazil,2021-06-13,2.7996745
Brazil,2021-06-14,2.798717
Brazil,2021-06-15,2.7991016
Brazil,2021-06-16,2.7974494
Brazil,2021-06-17,2.7986643
Brazil,2021-06-18,2.800525
Brazil,2021-06-19,2.801866
Brazil,2021-06-20,2.800326
Brazil,2021-06-21,2.8003075
Brazil,2021-06-22,2.7991245
Brazil,2021-06-23,2.7972991
Brazil,2021-06-24,2.7954955
Brazil,2021-06-25,2.790932
Brazil,2021-06-26,2.7908103
Brazil,2021-06-27,2.7896562
Brazil,2021-06-28,2.7885895
Brazil,2021-06-29,2.7874992
Brazil,2021-06-30,2.7866478
Brazil,2021-07-01,2.7871037
Brazil,2021-07-02,2.791734
Brazil,2021-07-03,2.7928607
Brazil,2021-07-04,2.7930589
Brazil,2021-07-05,2.7936523
Brazil,2021-07-06,2.793939
Brazil,2021-07-07,2.794262
Brazil,2021-07-08,2.7944396
Brazil,2021-07-09,2.7951715
Brazil,2021-07-10,2.7958953
Brazil,2021-07-11,2.795342
Brazil,2021-07-12,2.794551
Brazil,2021-07-13,2.7946029
Brazil,2021-07-14,2.796011
Brazil,2021-07-15,2.7978184
Brazil,2021-07-16,2.7975094
Brazil,2021-07-17,2.7978792
Brazil,2021-07-18,2.7988136
Brazil,2021-07-19,2.7983325
Brazil,2021-07-20,2.7982965
Brazil,2021-07-21,2.798888
Brazil,2021-07-22,2.802244
Brazil,2021-07-23,2.8017116
Brazil,2021-07-24,2.8018034
Brazil,2021-07-25,2.7930298
Brazil,2021-07-26,2.7932541
Brazil,2021-07-27,2.7930999
Brazil,2021-07-28,2.79334
Brazil,2021-07-29,2.7942324
Brazil,2021-07-30,2.7942445
Brazil,2021-07-31,2.7949326
Brazil,2021-08-01,2.7940261
Brazil,2021-08-02,2.7933228
Brazil,2021-08-03,2.7927775
Brazil,2021-08-04,2.7926078
Brazil,2021-08-05,2.7941415
Brazil,2021-08-06,2.794328
Brazil,2021-08-07,2.7942271
Brazil,2021-08-08,2.7936203
Brazil,2021-08-09,2.7925673
Brazil,2021-08-10,2.792622
Brazil,2021-08-11,2.7929864
Brazil,2021-08-12,2.7941573
Brazil,2021-08-13,2.7944956
Brazil,2021-08-14,2.794647
Brazil,2021-08-15,2.794734
Brazil,2021-08-16,2.7950075
Brazil,2021-08-17,2.7944179
Brazil,2021-08-18,2.794563
Brazil,2021-08-19,2.794832
Brazil,2021-08-20,2.7943342
Brazil,2021-08-21,2.7941597
Brazil,2021-08-22,2.7937853
Brazil,2021-08-23,2.7933226
Brazil,2021-08-24,2.7929125
Brazil,2021-08-25,2.792694
Brazil,2021-08-26,2.7928486
Brazil,2021-08-27,2.7930734
Brazil,2021-08-28,2.793332
Brazil,2021-08-29,2.7933183
Brazil,2021-08-30,2.7932897
Brazil,2021-08-31,2.7929475
Brazil,2021-09-01,2.7928207
Brazil,2021-09-02,2.7935536
Brazil,2021-09-03,2.7934244
Brazil,2021-09-04,2.793568
Brazil,2021-09-05,2.7937684
Brazil,2021-09-06,2.7941651
Brazil,2021-09-07,2.793711
Brazil,2021-09-08,2.7933583
Brazil,2021-09-09,2.7932618
Brazil,2021-09-10,2.7925305
Brazil,2021-09-11,2.7920074
Brazil,2021-09-12,2.793088
Brazil,2021-09-13,2.7945755
Brazil,2021-09-14,2.794558
Brazil,2021-09-15,2.7946975
Brazil,2021-09-16,2.7963927
Brazil,2021-09-17,2.7982311
Brazil,2021-09-18,2.7967134
Brazil,2021-09-19,2.7968068
Brazil,2021-09-20,2.7814364
Brazil,2021-09-21,2.7813468
Brazil,2021-09-22,2.78127
Brazil,2021-09-23,2.7836277
Brazil,2021-09-24,2.7829733
Brazil,2021-09-25,2.7828002
Brazil,2021-09-26,2.7835412
Brazil,2021-09-27,2.7840114
Brazil,2021-09-28,2.7840192
Brazil,2021-09-29,2.7831228
Brazil,2021-09-30,2.7848277
Brazil,2021-10-01,2.785676
Brazil,2021-10-02,2.7850235
Brazil,2021-10-03,2.7848303
Brazil,2021-10-04,2.7854035
Brazil,2021-10-05,2.7852833
Brazil,2021-10-06,2.7848814
Brazil,2021-10-07,2.785371
Brazil,2021-10-08,2.7855182
Brazil,2021-10-09,2.7855957
Brazil,2021-10-10,2.7861006
Brazil,2021-10-11,2.7858486
Brazil,2021-10-12,2.7855766
Brazil,2021-10-13,2.7856197
Brazil,2021-10-14,2.785527
Brazil,2021-10-15,2.7853293
Brazil,2021-10-16,2.785917
Brazil,2021-10-17,2.7865896
Brazil,2021-10-18,2.787373
Brazil,2021-10-19,2.7872345
Brazil,2021-10-20,2.7871213
Brazil,2021-10-21,2.7872531
Brazil,2021-10-22,2.7869668
Brazil,2021-10-23,2.7868807
Brazil,2021-10-24,2.787138
Brazil,2021-10-25,2.7870986
Brazil,2021-10-26,2.7871635
Brazil,2021-10-27,2.787156
Brazil,2021-10-28,2.7874682
Brazil,2021-10-29,2.7872567
Brazil,2021-10-30,2.7870889
Brazil,2021-10-31,2.7873666
Brazil,2021-11-01,2.7870638
Brazil,2021-11-02,2.7867959
Brazil,2021-11-03,2.7867548
Brazil,2021-11-04,2.7866163
Brazil,2021-11-05,2.7854965
Brazil,2021-11-06,2.7857897
Brazil,2021-11-07,2.7858715
Brazil,2021-11-08,2.7858598
Brazil,2021-11-09,2.7853508
Brazil,2021-11-10,2.7852092
Brazil,2021-11-11,2.7846522
Brazil,2021-11-12,2.7843704
Brazil,2021-11-13,2.783285
Brazil,2021-11-14,2.7826498
Brazil,2021-11-15,2.7841237
Brazil,2021-11-16,2.7838778
Brazil,2021-11-17,2.78381
Brazil,2021-11-18,2.7837877
Brazil,2021-11-19,2.7839677
Brazil,2021-11-20,2.783743
Brazil,2021-11-21,2.7830803
Brazil,2021-11-22,2.7829494
Brazil,2021-11-23,2.7826285
Brazil,2021-11-24,2.7828593
Brazil,2021-11-25,2.7828457
Brazil,2021-11-26,2.7824519
Brazil,2021-11-27,2.782296
Brazil,2021-11-28,2.782161
Brazil,2021-11-29,2.7820346
Brazil,2021-11-30,2.781942
Brazil,2021-12-01,2.7819016
Brazil,2021-12-02,2.7820594
Brazil,2021-12-03,2.7819033
Brazil,2021-12-04,2.7812517
Brazil,2021-12-05,2.7809148
Brazil,2021-12-06,2.7805724
Brazil,2021-12-07,2.7802622
Brazil,2021-12-08,2.7801995
Brazil,2021-12-09,2.78015
Brazil,2021-12-10,2.77994
Brazil,2021-12-11,2.7797058
Brazil,2021-12-12,2.7797878
Brazil,2021-12-13,2.779606
Brazil,2021-12-14,2.7797823
Brazil,2021-12-15,2.7797377
Brazil,2021-12-16,2.779673
Brazil,2021-12-17,2.780347
Brazil,2021-12-18,2.7804396
Brazil,2021-12-19,2.7808566
Brazil,2021-12-20,2.7811294
Brazil,2021-12-21,2.7811723
Brazil,2021-12-22,2.7812252
Brazil,2021-12-23,2.7811096
Brazil,2021-12-24,2.781321
Brazil,2021-12-25,2.7814815
Brazil,2021-12-26,2.7816982
Brazil,2021-12-27,2.7816982
Brazil,2021-12-28,2.7808619
Brazil,2021-12-29,2.7803934
Brazil,2021-12-30,2.7801087
Brazil,2021-12-31,2.7794719
Brazil,2022-01-01,2.778549
Brazil,2022-01-02,2.7775903
Brazil,2022-01-03,2.7773132
Brazil,2022-01-04,2.7772245
Brazil,2022-01-05,2.77609
Brazil,2022-01-06,2.774541
Brazil,2022-01-07,2.7717333
Brazil,2022-01-08,2.7678695
Brazil,2022-01-09,2.7608724
Brazil,2022-01-10,2.7553337
Brazil,2022-01-11,2.7525465
Brazil,2022-01-12,2.7487893
Brazil,2022-01-13,2.740843
Brazil,2022-01-14,2.730976
Brazil,2022-01-15,2.7199092
Brazil,2022-01-16,2.707683
Brazil,2022-01-17,2.7027266
Brazil,2022-01-18,2.7001185
Brazil,2022-01-19,2.691968
Brazil,2022-01-20,2.6775799
Brazil,2022-01-21,2.6555994
Brazil,2022-01-22,2.6381114
Brazil,2022-01-23,2.6211212
Brazil,2022-01-24,2.604862
Brazil,2022-01-25,2.591459
Brazil,2022-01-26,2.5839024
Brazil,2022-01-27,2.56606
Brazil,2022-01-28,2.544897
Brazil,2022-01-29,2.5240827
Brazil,2022-01-30,2.5000553
Brazil,2022-01-31,2.4847646
Brazil,2022-02-01,2.4729142
Brazil,2022-02-02,2.4664502
Brazil,2022-02-03,2.4514515
Brazil,2022-02-04,2.4384804
Brazil,2022-02-05,2.4145815
Brazil,2022-02-06,2.3995206
Brazil,2022-02-07,2.3865654
Brazil,2022-02-08,2.3826659
Brazil,2022-02-09,2.378311
Brazil,2022-02-10,2.3670278
Brazil,2022-02-11,2.3560147
Brazil,2022-02-12,2.3452387
Brazil,2022-02-13,2.3351295
Brazil,2022-02-14,2.3264565
Brazil,2022-02-15,2.323009
Brazil,2022-02-16,2.3197885
Brazil,2022-02-17,2.3127654
Brazil,2022-02-18,2.30438
Brazil,2022-02-19,2.2976081
Brazil,2022-02-20,2.2917144
Brazil,2022-02-21,2.2858899
Brazil,2022-02-22,2.284037
Brazil,2022-02-23,2.2821436
Brazil,2022-02-24,2.2765071
Brazil,2022-02-25,2.26934
Brazil,2022-02-26,2.2652926
Brazil,2022-02-27,2.2652926
Brazil,2022-02-28,2.257556
Brazil,2022-03-01,2.2564366
Brazil,2022-03-02,2.255598
Brazil,2022-03-03,2.2547855
Brazil,2022-03-04,2.2536454
Brazil,2022-03-05,2.250821
Brazil,2022-03-06,2.2477376
Brazil,2022-03-07,2.245465
Brazil,2022-03-08,2.2449746
Brazil,2022-03-09,2.244076
Brazil,2022-03-10,2.2404451
Brazil,2022-03-11,2.238523
Brazil,2022-03-12,2.236199
Brazil,2022-03-13,2.2335896
Brazil,2022-03-14,2.231489
Brazil,2022-03-15,2.2305253
Brazil,2022-03-16,2.2302506
Brazil,2022-03-17,2.2274446
Brazil,2022-03-18,2.225182
Brazil,2022-03-19,2.2230866
Brazil,2022-03-20,2.2209296
Brazil,2022-03-21,2.218645
Brazil,2022-03-22,2.218003
Brazil,2022-03-23,2.2174988
Brazil,2022-03-24,2.2157617
Brazil,2022-03-25,2.2132466
Brazil,2022-03-26,2.2114923
Brazil,2022-03-27,2.2097857
Brazil,2022-03-28,2.2097857
Brazil,2022-03-29,2.2078607
Brazil,2022-03-30,2.2073846
Brazil,2022-03-31,2.206118
Brazil,2022-04-01,2.2044947
Brazil,2022-04-02,2.2030163
Brazil,2022-04-03,2.2018294
Brazil,2022-04-04,2.2009304
Brazil,2022-04-05,2.2005312
Brazil,2022-04-06,2.2001014
Brazil,2022-04-07,2.1988187
Brazil,2022-04-08,2.197484
Brazil,2022-04-09,2.1963797
Brazil,2022-04-10,2.1946714
Brazil,2022-04-11,2.193451
Brazil,2022-04-12,2.1930525
Brazil,2022-04-13,2.1926413
Brazil,2022-04-14,2.1915405
Brazil,2022-04-15,2.190127
Brazil,2022-04-16,2.1889114
Brazil,2022-04-17,2.1883175
Brazil,2022-04-18,2.1882193
Brazil,2022-04-19,2.1881082
Brazil,2022-04-20,2.1877139
Brazil,2022-04-21,2.1871057
Brazil,2022-04-22,2.1853216
Brazil,2022-04-23,2.1842804
Brazil,2022-04-24,2.1838677
Brazil,2022-04-25,2.1835418
Brazil,2022-04-26,2.1833863
Brazil,2022-04-27,2.1831722
Brazil,2022-04-28,2.182055
