Entity,Day,"Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned)","Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
Brazil,2020-01-09,0,0
Brazil,2020-01-10,0,0
Brazil,2020-01-11,0,0
Brazil,2020-01-12,0,0
Brazil,2020-01-13,0,0
Brazil,2020-01-14,0,0
Brazil,2020-01-15,0,0
Brazil,2020-01-16,0,0
Brazil,2020-01-17,0,0
Brazil,2020-01-18,0,0
Brazil,2020-01-19,0,0
Brazil,2020-01-20,0,0
Brazil,2020-01-21,0,0
Brazil,2020-01-22,0,0
Brazil,2020-01-23,0,0
Brazil,2020-01-24,0,0
Brazil,2020-01-25,0,0
Brazil,2020-01-26,0,0
Brazil,2020-01-27,0,0
Brazil,2020-01-28,0,0
Brazil,2020-01-29,0,0
Brazil,2020-01-30,0,0
Brazil,2020-01-31,0,0
Brazil,2020-02-01,0,0
Brazil,2020-02-02,0,0
Brazil,2020-02-03,0,0
Brazil,2020-02-04,0,0
Brazil,2020-02-05,0,0
Brazil,2020-02-06,0,0
Brazil,2020-02-07,0,0
Brazil,2020-02-08,0,0
Brazil,2020-02-09,0,0
Brazil,2020-02-10,0,0
Brazil,2020-02-11,0,0
Brazil,2020-02-12,0,0
Brazil,2020-02-13,0,0
Brazil,2020-02-14,0,0
Brazil,2020-02-15,0,0
Brazil,2020-02-16,0,0
Brazil,2020-02-17,0,0
Brazil,2020-02-18,0,0
Brazil,2020-02-19,0,0
Brazil,2020-02-20,0,0
Brazil,2020-02-21,0,0
Brazil,2020-02-22,0,0
Brazil,2020-02-23,0,0
Brazil,2020-02-24,0,0
Brazil,2020-02-25,0,0
Brazil,2020-02-26,0,0
Brazil,2020-02-27,0.00067928113,0
Brazil,2020-02-28,0.00067928113,0
Brazil,2020-02-29,0.00067928113,0
Brazil,2020-03-01,0.00067928113,0
Brazil,2020-03-02,0.0013585623,0
Brazil,2020-03-03,0.0013585623,0
Brazil,2020-03-04,0.0013585623,0
Brazil,2020-03-05,0.00067928113,0
Brazil,2020-03-06,0.0013585623,0
Brazil,2020-03-07,0.004754968,0
Brazil,2020-03-08,0.008151374,0
Brazil,2020-03-09,0.01154778,0
Brazil,2020-03-10,0.015623466,0
Brazil,2020-03-11,0.015623466,0
Brazil,2020-03-12,0.021736996,0
Brazil,2020-03-13,0.038719025,0
Brazil,2020-03-14,0.0468704,0
Brazil,2020-03-15,0.04822896,0
Brazil,2020-03-16,0.069286674,0
Brazil,2020-03-17,0.1188742,0
Brazil,2020-03-18,0.14196976,0
Brazil,2020-03-19,0.17457525,0.00067928113
Brazil,2020-03-20,0.24997546,0.0027171245
Brazil,2020-03-21,0.23842768,0.0027171245
Brazil,2020-03-22,0.55701053,0.0074720928
Brazil,2020-03-23,0.53187716,0.0074720928
Brazil,2020-03-24,0.9143124,0.016982028
Brazil,2020-03-25,1.1255689,0.02309556
Brazil,2020-03-26,1.2974269,0.030567652
Brazil,2020-03-27,1.3619587,0.036001902
Brazil,2020-03-28,1.6893722,0.04958752
Brazil,2020-03-29,1.7070335,0.055021774
Brazil,2020-03-30,2.0371642,0.06996596
Brazil,2020-03-31,1.8408519,0.0754002
Brazil,2020-04-01,1.8259077,0.08491014
Brazil,2020-04-02,2.3883524,0.10528858
Brazil,2020-04-03,2.9908748,0.12498773
Brazil,2020-04-04,3.3930092,0.1508004
Brazil,2020-04-05,3.8304663,0.18136807
Brazil,2020-04-06,4.330417,0.2160114
Brazil,2020-04-07,4.6693788,0.2377484
Brazil,2020-04-08,5.078985,0.26763678
Brazil,2020-04-09,5.434249,0.316545
Brazil,2020-04-10,6.175345,0.37971815
Brazil,2020-04-11,6.7568097,0.4360985
Brazil,2020-04-12,7.1881533,0.47345895
Brazil,2020-04-13,7.097809,0.47006255
Brazil,2020-04-14,7.4985847,0.5006302
Brazil,2020-04-15,7.726144,0.5264429
Brazil,2020-04-16,7.842301,0.5875782
Brazil,2020-04-17,8.418331,0.63580716
Brazil,2020-04-18,8.537206,0.6677334
Brazil,2020-04-19,9.5398245,0.73702
Brazil,2020-04-20,10.78155,0.83076084
Brazil,2020-04-21,11.197949,0.8416293
Brazil,2020-04-22,11.650351,0.8470636
Brazil,2020-04-23,12.102752,0.8212509
Brazil,2020-04-24,11.844625,0.7947589
Brazil,2020-04-25,12.951854,0.9435215
Brazil,2020-04-26,13.118957,1.0386208
Brazil,2020-04-27,14.88305,1.1337203
Brazil,2020-04-28,15.782418,1.183987
Brazil,2020-04-29,17.606968,1.3368253
Brazil,2020-04-30,19.568052,1.5460439
Brazil,2020-05-01,22.012106,1.7389597
Brazil,2020-05-02,24.378042,1.7579796
Brazil,2020-05-03,26.216177,1.8062086
Brazil,2020-05-04,25.846647,1.8571546
Brazil,2020-05-05,26.667898,1.9155728
Brazil,2020-05-06,28.040047,1.887043
Brazil,2020-05-07,29.092932,1.9726324
Brazil,2020-05-08,31.964252,2.0853932
Brazil,2020-05-09,33.777935,2.2042673
Brazil,2020-05-10,36.50389,2.423675
Brazil,2020-05-11,40.335712,2.633573
Brazil,2020-05-12,41.81111,2.783694
Brazil,2020-05-13,41.131153,2.8516223
Brazil,2020-05-14,42.70912,3.0425003
Brazil,2020-05-15,43.308247,3.133524
Brazil,2020-05-16,46.06341,3.2924757
Brazil,2020-05-17,49.516197,3.3420632
Brazil,2020-05-18,52.442543,3.4004815
Brazil,2020-05-19,53.242737,3.3930092
Brazil,2020-05-20,58.342777,3.5818496
Brazil,2020-05-21,63.878918,3.7842753
Brazil,2020-05-22,69.69764,3.8786952
Brazil,2020-05-23,72.79788,4.112368
Brazil,2020-05-24,76.53257,4.2326007
Brazil,2020-05-25,77.611946,4.3338137
Brazil,2020-05-26,82.96129,4.4479327
Brazil,2020-05-27,81.97429,4.538277
Brazil,2020-05-28,81.237946,4.443178
Brazil,2020-05-29,81.67812,4.577676
Brazil,2020-05-30,87.05056,4.5559387
Brazil,2020-05-31,91.21115,4.63949
Brazil,2020-06-01,102.59998,4.6333766
Brazil,2020-06-02,103.00484,4.515861
Brazil,2020-06-03,102.944374,4.3908734
Brazil,2020-06-04,111.511475,4.542353
Brazil,2020-06-05,116.96882,4.721004
Brazil,2020-06-06,120.03101,4.936336
Brazil,2020-06-07,122.68157,4.8555017
Brazil,2020-06-08,118.4707,4.820179
Brazil,2020-06-09,120.170944,4.8507466
Brazil,2020-06-10,122.92611,4.8887863
Brazil,2020-06-11,125.069244,4.8955793
Brazil,2020-06-12,127.97657,4.844633
Brazil,2020-06-13,127.6281,4.6856813
Brazil,2020-06-14,124.33494,4.6204705
Brazil,2020-06-15,120.68652,4.612319
Brazil,2020-06-16,119.462456,4.6714163
Brazil,2020-06-17,122.85411,4.6360936
Brazil,2020-06-18,124.77444,4.6428866
Brazil,2020-06-19,124.28196,4.63949
Brazil,2020-06-20,119.087494,4.638811
Brazil,2020-06-21,138.64333,4.8405576
Brazil,2020-06-22,147.44817,4.928864
Brazil,2020-06-23,147.68523,4.948563
Brazil,2020-06-24,148.21846,4.9669037
Brazil,2020-06-25,151.28746,5.0293975
Brazil,2020-06-26,158.44504,4.9723377
Brazil,2020-06-27,169.80127,4.906448
Brazil,2020-06-28,164.42747,4.759723
Brazil,2020-06-29,167.16293,4.8188205
Brazil,2020-06-30,176.00514,4.758364
Brazil,2020-07-01,177.78485,4.7841773
Brazil,2020-07-02,173.98767,4.7203245
Brazil,2020-07-03,176.69597,4.6204705
Brazil,2020-07-04,182.55273,4.6958704
Brazil,2020-07-05,179.40291,4.899655
Brazil,2020-07-06,178.87985,4.887428
Brazil,2020-07-07,175.87404,4.921392
Brazil,2020-07-08,173.27715,4.8724837
Brazil,2020-07-09,181.06104,4.854822
Brazil,2020-07-10,179.60669,4.9804893
Brazil,2020-07-11,175.88016,4.958752
Brazil,2020-07-12,177.79912,4.907127
Brazil,2020-07-13,178.54633,4.8935413
Brazil,2020-07-14,177.7176,4.9132404
Brazil,2020-07-15,177.75633,4.9899993
Brazil,2020-07-16,175.41417,5.0212464
Brazil,2020-07-17,172.25755,5.028039
Brazil,2020-07-18,174.14867,5.097326
Brazil,2020-07-19,166.7642,5.062682
Brazil,2020-07-20,159.63786,4.96079
Brazil,2020-07-21,158.75343,5.018529
Brazil,2020-07-22,158.73373,4.9499216
Brazil,2020-07-23,158.15703,4.9954333
Brazil,2020-07-24,177.13342,5.030077
Brazil,2020-07-25,187.0224,5.022605
Brazil,2020-07-26,201.77231,5.01785
Brazil,2020-07-27,217.13426,5.2148414
Brazil,2020-07-28,217.84682,5.105477
Brazil,2020-07-29,219.903,5.09325
Brazil,2020-07-30,219.77258,4.790291
Brazil,2020-07-31,220.59723,5.001547
Brazil,2020-08-01,219.15443,4.877918
Brazil,2020-08-02,216.77151,4.9159575
Brazil,2020-08-03,212.86226,4.832406
Brazil,2020-08-04,213.69234,4.822896
Brazil,2020-08-05,209.17987,4.7868943
Brazil,2020-08-06,216.50728,4.9451666
Brazil,2020-08-07,208.40889,4.83784
Brazil,2020-08-08,205.21762,4.9112024
Brazil,2020-08-09,203.75513,4.8208585
Brazil,2020-08-10,206.86488,4.69655
Brazil,2020-08-11,204.96968,4.7176075
Brazil,2020-08-12,208.64256,4.8140655
Brazil,2020-08-13,209.02092,4.8955793
Brazil,2020-08-14,207.6644,4.7176075
Brazil,2020-08-15,212.38676,4.7345896
Brazil,2020-08-16,212.66798,4.721683
Brazil,2020-08-17,206.9661,4.588544
Brazil,2020-08-18,207.02791,4.6211495
Brazil,2020-08-19,205.21083,4.6082435
Brazil,2020-08-20,202.2383,4.661227
Brazil,2020-08-21,198.25975,4.6863604
Brazil,2020-08-22,188.22812,4.646962
Brazil,2020-08-23,174.44618,4.6428866
Brazil,2020-08-24,180.19019,4.767195
Brazil,2020-08-25,180.40756,4.681606
Brazil,2020-08-26,178.84862,4.600771
Brazil,2020-08-27,178.40707,4.545749
Brazil,2020-08-28,176.95546,4.459481
Brazil,2020-08-29,176.2164,4.310039
Brazil,2020-08-30,185.08577,4.174862
Brazil,2020-08-31,179.18825,4.2196946
Brazil,2020-09-01,174.25464,4.1327467
Brazil,2020-09-02,193.87431,4.124595
Brazil,2020-09-03,190.83453,4.0865555
Brazil,2020-09-04,190.68033,4.1538043
Brazil,2020-09-05,190.3665,4.051912
Brazil,2020-09-06,195.65266,4.0872345
Brazil,2020-09-07,188.05695,3.899753
Brazil,2020-09-08,186.94496,3.9547749
Brazil,2020-09-09,162.70277,3.7897096
Brazil,2020-09-10,143.42477,3.3067405
Brazil,2020-09-11,135.87253,3.232699
Brazil,2020-09-12,133.68796,3.333912
Brazil,2020-09-13,128.60965,3.3114955
Brazil,2020-09-14,130.88864,3.4011607
Brazil,2020-09-15,131.05643,3.3794236
Brazil,2020-09-16,134.37268,3.4276526
Brazil,2020-09-17,149.5709,3.8413348
Brazil,2020-09-18,150.25291,3.781558
Brazil,2020-09-19,147.36325,3.6769488
Brazil,2020-09-20,144.69978,3.6660802
Brazil,2020-09-21,144.38324,3.6151342
Brazil,2020-09-22,145.48436,3.5798116
Brazil,2020-09-23,144.31871,3.5770946
Brazil,2020-09-24,142.2014,3.3889337
Brazil,2020-09-25,139.79742,3.3087785
Brazil,2020-09-26,137.42944,3.310137
Brazil,2020-09-27,132.07263,3.2225096
Brazil,2020-09-28,128.89427,3.3108163
Brazil,2020-09-29,127.48749,3.2917964
Brazil,2020-09-30,127.29457,3.2510395
Brazil,2020-10-01,126.29059,3.26938
Brazil,2020-10-02,126.38026,3.3794236
Brazil,2020-10-03,128.64905,3.3094578
Brazil,2020-10-04,129.68156,3.2951927
Brazil,2020-10-05,128.27681,3.1117868
Brazil,2020-10-06,124.29486,3.1321654
Brazil,2020-10-07,123.47361,3.136241
Brazil,2020-10-08,130.16318,3.1063526
Brazil,2020-10-09,128.8997,2.904606
Brazil,2020-10-10,123.188995,2.9052854
Brazil,2020-10-11,119.12214,2.887624
Brazil,2020-10-12,119.42034,2.860453
Brazil,2020-10-13,122.06003,2.809507
Brazil,2020-10-14,119.671,2.7266345
Brazil,2020-10-15,98.14729,2.380201
Brazil,2020-10-16,95.21416,2.3903904
Brazil,2020-10-17,95.73924,2.3795218
Brazil,2020-10-18,98.09635,2.42843
Brazil,2020-10-19,96.27112,2.3618605
Brazil,2020-10-20,95.3473,2.3211036
Brazil,2020-10-21,100.07102,2.3686533
Brazil,2020-10-22,108.906425,2.6077602
Brazil,2020-10-23,107.2646,2.4834518
Brazil,2020-10-24,104.77504,2.3367271
Brazil,2020-10-25,104.17184,2.2124188
Brazil,2020-10-26,106.153305,2.1927195
Brazil,2020-10-27,107.85898,2.1933987
Brazil,2020-10-28,108.09197,2.1879644
Brazil,2020-10-29,112.54806,2.111885
Brazil,2020-10-30,115.136795,2.0738454
Brazil,2020-10-31,115.984535,2.084714
Brazil,2020-11-01,110.72418,2.041919
Brazil,2020-11-02,105.268196,2.0249372
Brazil,2020-11-03,102.963394,1.9970865
Brazil,2020-11-04,98.05559,1.940027
Brazil,2020-11-05,85.86657,1.7321669
Brazil,2020-11-06,82.70587,1.8000951
Brazil,2020-11-07,80.116455,1.879571
Brazil,2020-11-08,77.79331,1.7240156
Brazil,2020-11-09,80.12529,1.6200855
Brazil,2020-11-10,80.43368,1.5779701
Brazil,2020-11-11,82.07482,1.6132927
Brazil,2020-11-12,91.02028,1.5847629
Brazil,2020-11-13,107.56417,1.5399303
Brazil,2020-11-14,114.977165,1.7287705
Brazil,2020-11-15,121.91126,1.8490033
Brazil,2020-11-16,132.73018,2.3020837
Brazil,2020-11-17,135.162,2.3102353
Brazil,2020-11-18,136.82896,2.300046
Brazil,2020-11-19,143.81332,2.628818
Brazil,2020-11-20,134.14037,2.7728257
Brazil,2020-11-21,135.98189,2.5676827
Brazil,2020-11-22,142.31755,2.6328938
Brazil,2020-11-23,138.45584,2.2626855
Brazil,2020-11-24,141.4997,2.2993667
Brazil,2020-11-25,143.42613,2.3577847
Brazil,2020-11-26,140.57722,2.3204243
Brazil,2020-11-27,149.95607,2.2511377
Brazil,2020-11-28,151.10812,2.3088765
Brazil,2020-11-29,148.20964,2.283064
Brazil,2020-11-30,161.31976,2.4263923
Brazil,2020-12-01,165.2956,2.479376
Brazil,2020-12-02,168.64513,2.469187
Brazil,2020-12-03,182.10101,2.5146987
Brazil,2020-12-04,183.43579,2.5445871
Brazil,2020-12-05,192.14418,2.588061
Brazil,2020-12-06,200.80774,2.7103317
Brazil,2020-12-07,194.88916,2.7626364
Brazil,2020-12-08,196.17639,2.7904868
Brazil,2020-12-09,195.65538,2.8509429
Brazil,2020-12-10,195.77698,2.9494388
Brazil,2020-12-11,198.21559,3.0431795
Brazil,2020-12-12,200.19434,3.0533688
Brazil,2020-12-13,205.31883,3.0384245
Brazil,2020-12-14,205.78822,3.0533688
Brazil,2020-12-15,202.70564,3.0302732
Brazil,2020-12-16,205.98114,3.0689921
Brazil,2020-12-17,200.41171,3.1518645
Brazil,2020-12-18,212.04169,3.2197926
Brazil,2020-12-19,223.23557,3.4385211
Brazil,2020-12-20,221.9558,3.5410926
Brazil,2020-12-21,226.21964,3.5546782
Brazil,2020-12-22,228.67863,3.6423054
Brazil,2020-12-23,228.56044,3.706158
Brazil,2020-12-24,236.92444,3.708875
Brazil,2020-12-25,220.70456,3.725857
Brazil,2020-12-26,214.08156,3.517997
Brazil,2020-12-27,193.99046,3.2863622
Brazil,2020-12-28,171.62106,3.015329
Brazil,2020-12-29,166.88919,2.971855
Brazil,2020-12-30,163.85213,2.906644
Brazil,2020-12-31,166.24048,3.0037813
Brazil,2021-01-01,172.32208,3.1620538
Brazil,2021-01-02,170.07841,3.3576868
Brazil,2021-01-03,171.19107,3.344101
Brazil,2021-01-04,170.22717,3.348856
Brazil,2021-01-05,169.45415,3.3142128
Brazil,2021-01-06,169.08598,3.3902922
Brazil,2021-01-07,167.67987,3.431049
Brazil,2021-01-08,172.96536,3.4636545
Brazil,2021-01-09,194.07062,3.769331
Brazil,2021-01-10,212.70331,4.1089716
Brazil,2021-01-11,244.26474,4.6911154
Brazil,2021-01-12,252.72247,4.810669
Brazil,2021-01-13,256.6732,4.7678742
Brazil,2021-01-14,261.68423,4.726438
Brazil,2021-01-15,259.96497,4.748175
Brazil,2021-01-16,246.32161,4.481218
Brazil,2021-01-17,257.9801,4.609602
Brazil,2021-01-18,257.48898,4.5274086
Brazil,2021-01-19,259.69528,4.58311
Brazil,2021-01-20,258.23416,4.56409
Brazil,2021-01-21,256.92245,4.619791
Brazil,2021-01-22,259.29044,4.6646237
Brazil,2021-01-23,253.42213,4.790291
Brazil,2021-01-24,244.83194,4.75293
Brazil,2021-01-25,245.35295,4.8561807
Brazil,2021-01-26,242.14879,4.8840313
Brazil,2021-01-27,244.28513,5.0029054
Brazil,2021-01-28,244.19614,5.01785
Brazil,2021-01-29,243.60855,4.9791307
Brazil,2021-01-30,245.43718,5.0266805
Brazil,2021-01-31,247.66115,5.042304
Brazil,2021-02-01,245.03098,5.094609
Brazil,2021-02-02,244.64581,5.072192
Brazil,2021-02-03,243.13441,5.050455
Brazil,2021-02-04,237.79051,5.047738
Brazil,2021-02-05,232.68369,5.028039
Brazil,2021-02-06,229.32939,4.9234295
Brazil,2021-02-07,223.2471,5.0049434
Brazil,2021-02-08,217.92697,4.80048
Brazil,2021-02-09,217.30815,4.7753463
Brazil,2021-02-10,216.52562,4.803197
Brazil,2021-02-11,214.7527,4.8982964
Brazil,2021-02-12,217.1981,4.9499216
Brazil,2021-02-13,215.75056,5.030756
Brazil,2021-02-14,216.20839,5.064041
Brazil,2021-02-15,211.90787,5.1081944
Brazil,2021-02-16,210.49089,5.237937
Brazil,2021-02-17,216.44003,5.1645746
Brazil,2021-02-18,219.01111,5.040266
Brazil,2021-02-19,217.08467,4.9179955
Brazil,2021-02-20,215.1399,4.928864
Brazil,2021-02-21,214.80296,4.9424496
Brazil,2021-02-22,223.75113,5.057248
Brazil,2021-02-23,226.64963,4.930902
Brazil,2021-02-24,223.1099,5.006302
Brazil,2021-02-25,228.16646,5.1550646
Brazil,2021-02-26,234.83836,5.343905
Brazil,2021-02-27,244.42912,5.4620996
Brazil,2021-02-28,254.0199,5.4817986
Brazil,2021-03-01,256.82532,5.5999937
Brazil,2021-03-02,260.2224,5.7317743
Brazil,2021-03-03,266.1702,5.8261943
Brazil,2021-03-04,264.275,5.999411
Brazil,2021-03-05,267.7502,6.3268247
Brazil,2021-03-06,273.9344,6.434151
Brazil,2021-03-07,280.94864,6.748658
Brazil,2021-03-08,286.38763,6.8634567
Brazil,2021-03-09,317.9613,7.1113944
Brazil,2021-03-10,315.63748,7.253364
Brazil,2021-03-11,323.0002,7.478206
Brazil,2021-03-12,328.5513,7.733616
Brazil,2021-03-13,328.76187,8.096352
Brazil,2021-03-14,335.66882,8.378933
Brazil,2021-03-15,340.131,8.679175
Brazil,2021-03-16,315.2041,8.707026
Brazil,2021-03-17,317.86554,8.754576
Brazil,2021-03-18,326.80624,9.344871
Brazil,2021-03-19,333.8891,9.590771
Brazil,2021-03-20,341.74838,9.924297
Brazil,2021-03-21,345.0816,10.331187
Brazil,2021-03-22,347.0454,10.63075
Brazil,2021-03-23,349.73672,10.741472
Brazil,2021-03-24,358.60406,10.962918
Brazil,2021-03-25,357.63065,11.241424
Brazil,2021-03-26,357.4194,10.807363
Brazil,2021-03-27,366.3696,10.843365
Brazil,2021-03-28,362.07315,11.410564
Brazil,2021-03-29,366.74594,12.089846
Brazil,2021-03-30,364.40378,12.338463
Brazil,2021-03-31,357.36234,12.526624
Brazil,2021-04-01,358.7216,12.885963
Brazil,2021-04-02,359.1604,14.149426
Brazil,2021-04-03,353.00543,14.823273
Brazil,2021-04-04,343.49072,14.328756
Brazil,2021-04-05,314.6668,13.34312
Brazil,2021-04-06,305.85855,13.060538
Brazil,2021-04-07,298.8742,12.828903
Brazil,2021-04-08,300.5622,13.1108055
Brazil,2021-04-09,301.91193,13.083634
Brazil,2021-04-10,298.89255,13.409689
Brazil,2021-04-11,314.56967,13.933414
Brazil,2021-04-12,333.80487,14.3606825
Brazil,2021-04-13,337.64822,14.743118
Brazil,2021-04-14,342.49832,14.852482
Brazil,2021-04-15,339.24252,14.589601
Brazil,2021-04-16,326.2601,14.338266
Brazil,2021-04-17,317.10474,13.870241
Brazil,2021-04-18,311.98093,13.606681
Brazil,2021-04-19,309.13065,13.819296
Brazil,2021-04-20,313.1812,13.72012
Brazil,2021-04-21,309.67545,13.629776
Brazil,2021-04-22,300.97723,13.298966
Brazil,2021-04-23,305.19287,13.3077965
Brazil,2021-04-24,286.17572,12.2664585
Brazil,2021-04-25,274.85278,12.00086
Brazil,2021-04-26,277.23093,12.100715
Brazil,2021-04-27,270.16098,11.861608
Brazil,2021-04-28,268.81058,11.720317
Brazil,2021-04-29,270.6847,11.560686
Brazil,2021-04-30,270.68945,11.350788
Brazil,2021-05-01,287.13553,12.012407
Brazil,2021-05-02,286.6111,11.795717
Brazil,2021-05-03,283.7765,11.510419
Brazil,2021-05-04,281.30594,11.440453
Brazil,2021-05-05,278.57727,11.334485
Brazil,2021-05-06,282.12244,11.252972
Brazil,2021-05-07,277.754,11.0138645
Brazil,2021-05-08,280.465,10.707509
Brazil,2021-05-09,287.63345,10.415418
Brazil,2021-05-10,285.23288,10.107024
Brazil,2021-05-11,292.00937,9.986112
Brazil,2021-05-12,292.40405,9.922259
Brazil,2021-05-13,289.24945,9.47733
Brazil,2021-05-14,291.55698,9.261998
Brazil,2021-05-15,292.38028,9.148559
Brazil,2021-05-16,296.8975,9.179806
Brazil,2021-05-17,299.32864,9.101688
Brazil,2021-05-18,300.70758,9.109839
Brazil,2021-05-19,303.91107,9.039873
Brazil,2021-05-20,305.7655,9.177088
Brazil,2021-05-21,307.48206,9.276942
Brazil,2021-05-22,312.54065,9.290528
Brazil,2021-05-23,306.6438,9.293245
Brazil,2021-05-24,313.08408,9.165541
Brazil,2021-05-25,309.6048,9.045987
Brazil,2021-05-26,314.7551,9.048704
Brazil,2021-05-27,313.40198,8.817748
Brazil,2021-05-28,314.26263,8.652683
Brazil,2021-05-29,304.36414,8.545357
Brazil,2021-05-30,285.96445,8.651324
Brazil,2021-05-31,288.12457,8.728084
Brazil,2021-06-01,293.3557,8.737594
Brazil,2021-06-02,288.55728,8.785143
Brazil,2021-06-03,292.27496,8.944774
Brazil,2021-06-04,302.5423,9.018816
Brazil,2021-06-05,313.3592,8.63638
Brazil,2021-06-06,305.32193,8.013479
Brazil,2021-06-07,296.0477,7.7940717
Brazil,2021-06-08,293.41006,7.7933927
Brazil,2021-06-09,297.9762,7.8952847
Brazil,2021-06-10,280.3047,7.874906
Brazil,2021-06-11,273.61172,8.021631
Brazil,2021-06-12,276.80502,8.58
Brazil,2021-06-13,308.87592,9.097612
Brazil,2021-06-14,317.49124,9.3340025
Brazil,2021-06-15,316.34393,9.507898
Brazil,2021-06-16,318.1712,9.38359
Brazil,2021-06-17,336.98593,9.444725
Brazil,2021-06-18,343.51996,9.630848
Brazil,2021-06-19,333.97604,9.499746
Brazil,2021-06-20,343.27066,9.689266
Brazil,2021-06-21,345.70792,9.868596
Brazil,2021-06-22,349.93982,9.797951
Brazil,2021-06-23,349.29926,9.7531185
Brazil,2021-06-24,354.1989,9.5242
Brazil,2021-06-25,367.69012,9.113235
Brazil,2021-06-26,367.39124,8.923717
Brazil,2021-06-27,354.1079,8.588152
Brazil,2021-06-28,341.77625,8.107221
Brazil,2021-06-29,334.66144,7.912946
Brazil,2021-06-30,327.1221,7.815809
Brazil,2021-07-01,311.55365,7.65414
Brazil,2021-07-02,263.0584,7.4428835
Brazil,2021-07-03,257.32596,7.4408455
Brazil,2021-07-04,247.73994,7.343029
Brazil,2021-07-05,241.2338,7.371559
Brazil,2021-07-06,237.21176,7.4333735
Brazil,2021-07-07,233.74675,7.485678
Brazil,2021-07-08,232.11716,7.4089193
Brazil,2021-07-09,239.03632,7.1147904
Brazil,2021-07-10,231.2667,6.849871
Brazil,2021-07-11,226.221,6.613481
Brazil,2021-07-12,222.10999,6.32139
Brazil,2021-07-13,217.45963,6.1617594
Brazil,2021-07-14,213.60675,6.195723
Brazil,2021-07-15,201.73155,6.076849
Brazil,2021-07-16,204.25441,6.014355
Brazil,2021-07-17,203.61859,5.952541
Brazil,2021-07-18,195.36804,5.9165387
Brazil,2021-07-19,185.74603,5.687621
Brazil,2021-07-20,194.70508,5.9274073
Brazil,2021-07-21,193.50954,5.789513
Brazil,2021-07-22,181.66966,5.6665635
Brazil,2021-07-23,179.48306,5.576898
Brazil,2021-07-24,177.42348,5.484516
Brazil,2021-07-25,220.31396,5.3948507
Brazil,2021-07-26,222.86263,5.5578785
Brazil,2021-07-27,211.99617,5.2372575
Brazil,2021-07-28,214.52853,5.2617116
Brazil,2021-07-29,223.91551,5.1998973
Brazil,2021-07-30,219.49747,5.1455545
Brazil,2021-07-31,214.42053,5.081702
Brazil,2021-08-01,168.34625,4.8364816
Brazil,2021-08-02,168.00049,4.701984
Brazil,2021-08-03,169.6131,4.693833
Brazil,2021-08-04,166.99379,4.5654488
Brazil,2021-08-05,160.81573,4.481218
Brazil,2021-08-06,155.85902,4.3664193
Brazil,2021-08-07,154.34491,4.2176566
Brazil,2021-08-08,155.1974,4.28083
Brazil,2021-08-09,158.90016,4.335172
Brazil,2021-08-10,154.41011,4.291019
Brazil,2021-08-11,152.33287,4.305963
Brazil,2021-08-12,154.07794,4.3073215
Brazil,2021-08-13,148.45825,4.1714654
Brazil,2021-08-14,148.40935,4.20475
Brazil,2021-08-15,142.82158,4.143615
Brazil,2021-08-16,134.74425,4.100141
Brazil,2021-08-17,134.78772,4.0125136
Brazil,2021-08-18,136.40848,4.028137
Brazil,2021-08-19,138.26157,3.9568126
Brazil,2021-08-20,144.55917,4.0172687
Brazil,2021-08-21,142.06825,3.90247
Brazil,2021-08-22,142.037,3.837259
Brazil,2021-08-23,140.16626,3.682383
Brazil,2021-08-24,140.46991,3.7149885
Brazil,2021-08-25,139.54065,3.6382298
Brazil,2021-08-26,134.96161,3.4942222
Brazil,2021-08-27,127.46031,3.384858
Brazil,2021-08-28,123.866234,3.3447804
Brazil,2021-08-29,119.42238,3.2707386
Brazil,2021-08-30,116.91651,3.2612288
Brazil,2021-08-31,116.10545,3.2476432
Brazil,2021-09-01,114.314186,3.2102826
Brazil,2021-09-02,110.046265,3.1729221
Brazil,2021-09-03,107.78697,3.0601616
Brazil,2021-09-04,104.56446,2.9541936
Brazil,2021-09-05,103.35534,2.9507973
Brazil,2021-09-06,101.388824,2.9562316
Brazil,2021-09-07,101.18844,2.9344945
Brazil,2021-09-08,100.29722,2.877435
Brazil,2021-09-09,92.86317,2.5527384
Brazil,2021-09-10,84.09025,2.2219286
Brazil,2021-09-11,87.22241,2.2144566
Brazil,2021-09-12,80.6918,2.1573968
Brazil,2021-09-13,75.60399,2.1709826
Brazil,2021-09-14,74.04164,2.1893232
Brazil,2021-09-15,72.337326,2.2117393
Brazil,2021-09-16,72.17498,2.4630735
Brazil,2021-09-17,72.41273,2.836678
Brazil,2021-09-18,74.80108,2.7619572
Brazil,2021-09-19,71.57517,2.5316808
Brazil,2021-09-20,163.81612,2.6831605
Brazil,2021-09-21,163.0302,2.6498756
Brazil,2021-09-22,163.87183,2.6417243
Brazil,2021-09-23,180.5596,2.4746213
Brazil,2021-09-24,197.75119,2.5262465
Brazil,2021-09-25,189.98792,2.529643
Brazil,2021-09-26,196.51491,2.7782598
Brazil,2021-09-27,89.98936,2.507906
Brazil,2021-09-28,89.36328,2.5072267
Brazil,2021-09-29,94.5454,2.5119817
Brazil,2021-09-30,91.49645,2.7212002
Brazil,2021-10-01,78.78235,2.585344
Brazil,2021-10-02,80.76313,2.571079
