Entity,Day,Total confirmed cases of COVID-19 per million people
Germany,2021-05-22,42757.375
Germany,2021-05-23,43383.754
Germany,2021-05-24,43383.754
Germany,2021-05-25,43383.754
Germany,2021-05-26,43383.754
Germany,2021-05-27,43383.754
Germany,2021-05-28,43383.754
Germany,2021-05-29,43383.754
Germany,2021-05-30,43738.95
Germany,2021-05-31,43738.95
Germany,2021-06-01,43738.95
Germany,2021-06-02,43738.95
Germany,2021-06-03,43738.95
Germany,2021-06-04,43738.95
Germany,2021-06-05,43738.95
Germany,2021-06-06,43984.887
Germany,2021-06-07,43984.887
Germany,2021-06-08,43984.887
Germany,2021-06-09,43984.887
Germany,2021-06-10,43984.887
Germany,2021-06-11,43984.887
Germany,2021-06-12,43984.887
Germany,2021-06-13,44152.12
Germany,2021-06-14,44152.12
Germany,2021-06-15,44152.12
Germany,2021-06-16,44152.12
Germany,2021-06-17,44152.12
Germany,2021-06-18,44152.12
Germany,2021-06-19,44152.12
Germany,2021-06-20,44238.758
Germany,2021-06-21,44238.758
Germany,2021-06-22,44238.758
Germany,2021-06-23,44238.758
Germany,2021-06-24,44238.758
Germany,2021-06-25,44238.758
Germany,2021-06-26,44238.758
Germany,2021-06-27,44296.543
Germany,2021-06-28,44296.543
Germany,2021-06-29,44296.543
Germany,2021-06-30,44296.543
Germany,2021-07-01,44296.543
Germany,2021-07-02,44296.543
Germany,2021-07-03,44296.543
Germany,2021-07-04,44348.73
Germany,2021-07-05,44348.73
Germany,2021-07-06,44348.73
Germany,2021-07-07,44348.73
Germany,2021-07-08,44348.73
Germany,2021-07-09,44348.73
Germany,2021-07-10,44348.73
Germany,2021-07-11,44415.293
Germany,2021-07-12,44415.293
Germany,2021-07-13,44415.293
Germany,2021-07-14,44415.293
Germany,2021-07-15,44415.293
Germany,2021-07-16,44415.293
Germany,2021-07-17,44415.293
Germany,2021-07-18,44523.668
Germany,2021-07-19,44523.668
Germany,2021-07-20,44523.668
Germany,2021-07-21,44523.668
Germany,2021-07-22,44523.668
Germany,2021-07-23,44523.668
Germany,2021-07-24,44523.668
Germany,2021-07-25,44674.062
Germany,2021-07-26,44674.062
Germany,2021-07-27,44674.062
Germany,2021-07-28,44674.062
Germany,2021-07-29,44674.062
Germany,2021-07-30,44674.062
Germany,2021-07-31,44674.062
Germany,2021-08-01,44858.656
Germany,2021-08-02,44858.656
Germany,2021-08-03,44858.656
Germany,2021-08-04,44858.656
Germany,2021-08-05,44858.656
Germany,2021-08-06,44858.656
Germany,2021-08-07,44858.656
Germany,2021-08-08,45101.54
Germany,2021-08-09,45101.54
Germany,2021-08-10,45101.54
Germany,2021-08-11,45101.54
Germany,2021-08-12,45101.54
Germany,2021-08-13,45101.54
Germany,2021-08-14,45101.54
Germany,2021-08-15,45483.016
Germany,2021-08-16,45483.016
Germany,2021-08-17,45483.016
Germany,2021-08-18,45483.016
Germany,2021-08-19,45483.016
Germany,2021-08-20,45483.016
Germany,2021-08-21,45483.016
Germany,2021-08-22,46073.508
Germany,2021-08-23,46073.508
Germany,2021-08-24,46073.508
Germany,2021-08-25,46073.508
Germany,2021-08-26,46073.508
Germany,2021-08-27,46073.508
Germany,2021-08-28,46073.508
Germany,2021-08-29,46862.83
Germany,2021-08-30,46862.83
Germany,2021-08-31,46862.83
Germany,2021-09-01,46862.83
Germany,2021-09-02,46862.83
Germany,2021-09-03,46862.83
Germany,2021-09-04,46862.83
Germany,2021-09-05,47751.64
Germany,2021-09-06,47751.64
Germany,2021-09-07,47751.64
Germany,2021-09-08,47751.64
Germany,2021-09-09,47751.64
Germany,2021-09-10,47751.64
Germany,2021-09-11,47751.64
Germany,2021-09-12,48603.816
Germany,2021-09-13,48603.816
Germany,2021-09-14,48603.816
Germany,2021-09-15,48603.816
Germany,2021-09-16,48603.816
Germany,2021-09-17,48603.816
Germany,2021-09-18,48603.816
Germany,2021-09-19,49334.863
Germany,2021-09-20,49334.863
Germany,2021-09-21,49334.863
Germany,2021-09-22,49334.863
Germany,2021-09-23,49334.863
Germany,2021-09-24,49334.863
Germany,2021-09-25,49334.863
Germany,2021-09-26,49972.58
Germany,2021-09-27,49972.58
Germany,2021-09-28,49972.58
Germany,2021-09-29,49972.58
Germany,2021-09-30,49972.58
Germany,2021-10-01,49972.58
Germany,2021-10-02,49972.58
Germany,2021-10-03,50644.28
Germany,2021-10-04,50644.28
Germany,2021-10-05,50644.28
Germany,2021-10-06,50644.28
Germany,2021-10-07,50644.28
Germany,2021-10-08,50644.28
Germany,2021-10-09,50644.28
Germany,2021-10-10,51334.348
Germany,2021-10-11,51334.348
Germany,2021-10-12,51334.348
Germany,2021-10-13,51334.348
Germany,2021-10-14,51334.348
Germany,2021-10-15,51334.348
Germany,2021-10-16,51334.348
Germany,2021-10-17,52111.633
Germany,2021-10-18,52111.633
Germany,2021-10-19,52111.633
Germany,2021-10-20,52111.633
Germany,2021-10-21,52111.633
Germany,2021-10-22,52111.633
Germany,2021-10-23,52111.633
Germany,2021-10-24,53273.81
Germany,2021-10-25,53273.81
Germany,2021-10-26,53273.81
Germany,2021-10-27,53273.81
Germany,2021-10-28,53273.81
Germany,2021-10-29,53273.81
Germany,2021-10-30,53273.81
Germany,2021-10-31,54903.223
Germany,2021-11-01,54903.223
Germany,2021-11-02,54903.223
Germany,2021-11-03,54903.223
Germany,2021-11-04,54903.223
Germany,2021-11-05,54903.223
Germany,2021-11-06,54903.223
Germany,2021-11-07,57018.527
Germany,2021-11-08,57018.527
Germany,2021-11-09,57018.527
Germany,2021-11-10,57018.527
Germany,2021-11-11,57018.527
Germany,2021-11-12,57018.527
Germany,2021-11-13,57018.527
Germany,2021-11-14,60243.48
Germany,2021-11-15,60243.48
Germany,2021-11-16,60243.48
Germany,2021-11-17,60243.48
Germany,2021-11-18,60243.48
Germany,2021-11-19,60243.48
Germany,2021-11-20,60243.48
Germany,2021-11-21,64425.547
Germany,2021-11-22,64425.547
Germany,2021-11-23,64425.547
Germany,2021-11-24,64425.547
Germany,2021-11-25,64425.547
Germany,2021-11-26,64425.547
Germany,2021-11-27,64425.547
Germany,2021-11-28,69222.39
Germany,2021-11-29,69222.39
Germany,2021-11-30,69222.39
Germany,2021-12-01,69222.39
Germany,2021-12-02,69222.39
Germany,2021-12-03,69222.39
Germany,2021-12-04,69222.39
Germany,2021-12-05,73837.34
Germany,2021-12-06,73837.34
Germany,2021-12-07,73837.34
Germany,2021-12-08,73837.34
Germany,2021-12-09,73837.34
Germany,2021-12-10,73837.34
Germany,2021-12-11,73837.34
Germany,2021-12-12,77857.125
Germany,2021-12-13,77857.125
Germany,2021-12-14,77857.125
Germany,2021-12-15,77857.125
Germany,2021-12-16,77857.125
Germany,2021-12-17,77857.125
Germany,2021-12-18,77857.125
Germany,2021-12-19,81109.77
Germany,2021-12-20,81109.77
Germany,2021-12-21,81109.77
Germany,2021-12-22,81109.77
Germany,2021-12-23,81109.77
Germany,2021-12-24,81109.77
Germany,2021-12-25,81109.77
Germany,2021-12-26,83414.94
Germany,2021-12-27,83414.94
Germany,2021-12-28,83414.94
Germany,2021-12-29,83414.94
Germany,2021-12-30,83414.94
Germany,2021-12-31,83414.94
Germany,2022-01-01,83414.94
Germany,2022-01-02,85896.87
Germany,2022-01-03,85896.87
Germany,2022-01-04,85896.87
Germany,2022-01-05,85896.87
Germany,2022-01-06,85896.87
Germany,2022-01-07,85896.87
Germany,2022-01-08,85896.87
Germany,2022-01-09,89915.15
Germany,2022-01-10,89915.15
Germany,2022-01-11,89915.15
Germany,2022-01-12,89915.15
Germany,2022-01-13,89915.15
Germany,2022-01-14,89915.15
Germany,2022-01-15,89915.15
Germany,2022-01-16,95696.41
Germany,2022-01-17,95696.41
Germany,2022-01-18,95696.41
Germany,2022-01-19,95696.41
Germany,2022-01-20,95696.41
Germany,2022-01-21,95696.41
Germany,2022-01-22,95696.41
Germany,2022-01-23,105172.58
Germany,2022-01-24,105172.58
Germany,2022-01-25,105172.58
Germany,2022-01-26,105172.58
Germany,2022-01-27,105172.58
Germany,2022-01-28,105172.58
Germany,2022-01-29,105172.58
Germany,2022-01-30,118425.08
Germany,2022-01-31,118425.08
Germany,2022-02-01,118425.08
Germany,2022-02-02,118425.08
Germany,2022-02-03,118425.08
Germany,2022-02-04,118425.08
Germany,2022-02-05,118425.08
Germany,2022-02-06,133799.06
Germany,2022-02-07,133799.06
Germany,2022-02-08,133799.06
Germany,2022-02-09,133799.06
Germany,2022-02-10,133799.06
Germany,2022-02-11,133799.06
Germany,2022-02-12,133799.06
Germany,2022-02-13,149376.48
Germany,2022-02-14,149376.48
Germany,2022-02-15,149376.48
Germany,2022-02-16,149376.48
Germany,2022-02-17,149376.48
Germany,2022-02-18,149376.48
Germany,2022-02-19,149376.48
Germany,2022-02-20,163567.53
Germany,2022-02-21,163567.53
Germany,2022-02-22,163567.53
Germany,2022-02-23,163567.53
Germany,2022-02-24,163567.53
Germany,2022-02-25,163567.53
Germany,2022-02-26,163567.53
Germany,2022-02-27,176567.2
Germany,2022-02-28,176567.2
Germany,2022-03-01,176567.2
Germany,2022-03-02,176567.2
Germany,2022-03-03,176567.2
Germany,2022-03-04,176567.2
Germany,2022-03-05,176567.2
Germany,2022-03-06,190053.47
Germany,2022-03-07,190053.47
Germany,2022-03-08,190053.47
Germany,2022-03-09,190053.47
Germany,2022-03-10,190053.47
Germany,2022-03-11,190053.47
Germany,2022-03-12,190053.47
Germany,2022-03-13,206867.72
Germany,2022-03-14,206867.72
Germany,2022-03-15,206867.72
Germany,2022-03-16,206867.72
Germany,2022-03-17,206867.72
Germany,2022-03-18,206867.72
Germany,2022-03-19,206867.72
Germany,2022-03-20,225687.75
Germany,2022-03-21,225687.75
Germany,2022-03-22,225687.75
Germany,2022-03-23,225687.75
Germany,2022-03-24,225687.75
Germany,2022-03-25,225687.75
Germany,2022-03-26,225687.75
Germany,2022-03-27,244583.73
Germany,2022-03-28,244583.73
Germany,2022-03-29,244583.73
Germany,2022-03-30,244583.73
Germany,2022-03-31,244583.73
Germany,2022-04-01,244583.73
Germany,2022-04-02,244583.73
Germany,2022-04-03,259986.1
Germany,2022-04-04,259986.1
Germany,2022-04-05,259986.1
Germany,2022-04-06,259986.1
Germany,2022-04-07,259986.1
Germany,2022-04-08,259986.1
Germany,2022-04-09,259986.1
Germany,2022-04-10,271695.5
Germany,2022-04-11,271695.5
Germany,2022-04-12,271695.5
Germany,2022-04-13,271695.5
Germany,2022-04-14,271695.5
Germany,2022-04-15,271695.5
Germany,2022-04-16,271695.5
Germany,2022-04-17,280959.2
Germany,2022-04-18,280959.2
Germany,2022-04-19,280959.2
Germany,2022-04-20,280959.2
Germany,2022-04-21,280959.2
Germany,2022-04-22,280959.2
Germany,2022-04-23,280959.2
Germany,2022-04-24,289658.6
Germany,2022-04-25,289658.6
Germany,2022-04-26,289658.6
Germany,2022-04-27,289658.6
Germany,2022-04-28,289658.6
Germany,2022-04-29,289658.6
Germany,2022-04-30,289658.6
Germany,2022-05-01,296757.47
Germany,2022-05-02,296757.47
Germany,2022-05-03,296757.47
Germany,2022-05-04,296757.47
Germany,2022-05-05,296757.47
Germany,2022-05-06,296757.47
Germany,2022-05-07,296757.47
Germany,2022-05-08,302364.1
Germany,2022-05-09,302364.1
Germany,2022-05-10,302364.1
Germany,2022-05-11,302364.1
Germany,2022-05-12,302364.1
Germany,2022-05-13,302364.1
Germany,2022-05-14,302364.1
Germany,2022-05-15,307225.12
Germany,2022-05-16,307225.12
Germany,2022-05-17,307225.12
Germany,2022-05-18,307225.12
Germany,2022-05-19,307225.12
Germany,2022-05-20,307225.12
Germany,2022-05-21,307225.12
Germany,2022-05-22,310703.75
Germany,2022-05-23,310703.75
Germany,2022-05-24,310703.75
Germany,2022-05-25,310703.75
Germany,2022-05-26,310703.75
Germany,2022-05-27,310703.75
Germany,2022-05-28,310703.75
Germany,2022-05-29,312929.56
Germany,2022-05-30,312929.56
Germany,2022-05-31,312929.56
Germany,2022-06-01,312929.56
Germany,2022-06-02,312929.56
Germany,2022-06-03,312929.56
Germany,2022-06-04,312929.56
Germany,2022-06-05,315844.9
Germany,2022-06-06,315844.9
Germany,2022-06-07,315844.9
Germany,2022-06-08,315844.9
Germany,2022-06-09,315844.9
Germany,2022-06-10,315844.9
Germany,2022-06-11,315844.9
Germany,2022-06-12,319786.5
Germany,2022-06-13,319786.5
Germany,2022-06-14,319786.5
Germany,2022-06-15,319786.5
Germany,2022-06-16,319786.5
Germany,2022-06-17,319786.5
Germany,2022-06-18,319786.5
Germany,2022-06-19,324707.53
Germany,2022-06-20,324707.53
Germany,2022-06-21,324707.53
Germany,2022-06-22,324707.53
Germany,2022-06-23,324707.53
Germany,2022-06-24,324707.53
Germany,2022-06-25,324707.53
Germany,2022-06-26,331536.53
Germany,2022-06-27,331536.53
Germany,2022-06-28,331536.53
Germany,2022-06-29,331536.53
Germany,2022-06-30,331536.53
Germany,2022-07-01,331536.53
Germany,2022-07-02,331536.53
Germany,2022-07-03,338942.94
Germany,2022-07-04,338942.94
Germany,2022-07-05,338942.94
Germany,2022-07-06,338942.94
Germany,2022-07-07,338942.94
Germany,2022-07-08,338942.94
Germany,2022-07-09,338942.94
Germany,2022-07-10,346427.5
Germany,2022-07-11,346427.5
Germany,2022-07-12,346427.5
Germany,2022-07-13,346427.5
Germany,2022-07-14,346427.5
Germany,2022-07-15,346427.5
Germany,2022-07-16,346427.5
Germany,2022-07-17,354456.53
Germany,2022-07-18,354456.53
Germany,2022-07-19,354456.53
Germany,2022-07-20,354456.53
Germany,2022-07-21,354456.53
Germany,2022-07-22,354456.53
Germany,2022-07-23,354456.53
Germany,2022-07-24,361915.3
Germany,2022-07-25,361915.3
Germany,2022-07-26,361915.3
Germany,2022-07-27,361915.3
Germany,2022-07-28,361915.3
Germany,2022-07-29,361915.3
Germany,2022-07-30,361915.3
Germany,2022-07-31,367810.78
Germany,2022-08-01,367810.78
Germany,2022-08-02,367810.78
Germany,2022-08-03,367810.78
Germany,2022-08-04,367810.78
Germany,2022-08-05,367810.78
Germany,2022-08-06,367810.78
Germany,2022-08-07,372127.03
Germany,2022-08-08,372127.03
Germany,2022-08-09,372127.03
Germany,2022-08-10,372127.03
Germany,2022-08-11,372127.03
Germany,2022-08-12,372127.03
Germany,2022-08-13,372127.03
Germany,2022-08-14,375674.5
Germany,2022-08-15,375674.5
Germany,2022-08-16,375674.5
Germany,2022-08-17,375674.5
Germany,2022-08-18,375674.5
Germany,2022-08-19,375674.5
Germany,2022-08-20,375674.5
Germany,2022-08-21,378806.16
Germany,2022-08-22,378806.16
Germany,2022-08-23,378806.16
Germany,2022-08-24,378806.16
Germany,2022-08-25,378806.16
Germany,2022-08-26,378806.16
Germany,2022-08-27,378806.16
Germany,2022-08-28,381517.4
Germany,2022-08-29,381517.4
Germany,2022-08-30,381517.4
Germany,2022-08-31,381517.4
Germany,2022-09-01,381517.4
Germany,2022-09-02,381517.4
Germany,2022-09-03,381517.4
Germany,2022-09-04,383916.8
Germany,2022-09-05,383916.8
Germany,2022-09-06,383916.8
Germany,2022-09-07,383916.8
Germany,2022-09-08,383916.8
Germany,2022-09-09,383916.8
Germany,2022-09-10,383916.8
Germany,2022-09-11,386343.88
Germany,2022-09-12,386343.88
Germany,2022-09-13,386343.88
Germany,2022-09-14,386343.88
Germany,2022-09-15,386343.88
Germany,2022-09-16,386343.88
Germany,2022-09-17,386343.88
Germany,2022-09-18,389066.25
Germany,2022-09-19,389066.25
Germany,2022-09-20,389066.25
Germany,2022-09-21,389066.25
Germany,2022-09-22,389066.25
Germany,2022-09-23,389066.25
Germany,2022-09-24,389066.25
Germany,2022-09-25,392473.88
Germany,2022-09-26,392473.88
Germany,2022-09-27,392473.88
Germany,2022-09-28,392473.88
Germany,2022-09-29,392473.88
Germany,2022-09-30,392473.88
Germany,2022-10-01,392473.88
Germany,2022-10-02,397930.8
Germany,2022-10-03,397930.8
Germany,2022-10-04,397930.8
Germany,2022-10-05,397930.8
Germany,2022-10-06,397930.8
Germany,2022-10-07,397930.8
Germany,2022-10-08,397930.8
Germany,2022-10-09,404995.84
Germany,2022-10-10,404995.84
Germany,2022-10-11,404995.84
Germany,2022-10-12,404995.84
Germany,2022-10-13,404995.84
Germany,2022-10-14,404995.84
Germany,2022-10-15,404995.84
Germany,2022-10-16,412666.4
Germany,2022-10-17,412666.4
Germany,2022-10-18,412666.4
Germany,2022-10-19,412666.4
Germany,2022-10-20,412666.4
Germany,2022-10-21,412666.4
Germany,2022-10-22,412666.4
Germany,2022-10-23,419143.28
Germany,2022-10-24,419143.28
Germany,2022-10-25,419143.28
Germany,2022-10-26,419143.28
Germany,2022-10-27,419143.28
Germany,2022-10-28,419143.28
Germany,2022-10-29,419143.28
Germany,2022-10-30,423589.94
Germany,2022-10-31,423589.94
Germany,2022-11-01,423589.94
Germany,2022-11-02,423589.94
Germany,2022-11-03,423589.94
Germany,2022-11-04,423589.94
Germany,2022-11-05,423589.94
Germany,2022-11-06,426486.72
Germany,2022-11-07,426486.72
Germany,2022-11-08,426486.72
Germany,2022-11-09,426486.72
Germany,2022-11-10,426486.72
Germany,2022-11-11,426486.72
Germany,2022-11-12,426486.72
Germany,2022-11-13,428889.2
Germany,2022-11-14,428889.2
Germany,2022-11-15,428889.2
Germany,2022-11-16,428889.2
Germany,2022-11-17,428889.2
Germany,2022-11-18,428889.2
Germany,2022-11-19,428889.2
Germany,2022-11-20,430906.97
Germany,2022-11-21,430906.97
Germany,2022-11-22,430906.97
Germany,2022-11-23,430906.97
Germany,2022-11-24,430906.97
Germany,2022-11-25,430906.97
Germany,2022-11-26,430906.97
Germany,2022-11-27,432935.7
Germany,2022-11-28,432935.7
Germany,2022-11-29,432935.7
Germany,2022-11-30,432935.7
Germany,2022-12-01,432935.7
Germany,2022-12-02,432935.7
Germany,2022-12-03,432935.7
Germany,2022-12-04,435133.75
Germany,2022-12-05,435133.75
Germany,2022-12-06,435133.75
Germany,2022-12-07,435133.75
Germany,2022-12-08,435133.75
Germany,2022-12-09,435133.75
Germany,2022-12-10,435133.75
Germany,2022-12-11,437506.38
Germany,2022-12-12,437506.38
Germany,2022-12-13,437506.38
Germany,2022-12-14,437506.38
Germany,2022-12-15,437506.38
Germany,2022-12-16,437506.38
Germany,2022-12-17,437506.38
Germany,2022-12-18,440157.84
Germany,2022-12-19,440157.84
Germany,2022-12-20,440157.84
Germany,2022-12-21,440157.84
Germany,2022-12-22,440157.84
Germany,2022-12-23,440157.84
Germany,2022-12-24,440157.84
Germany,2022-12-25,442902
Germany,2022-12-26,442902
Germany,2022-12-27,442902
Germany,2022-12-28,442902
Germany,2022-12-29,442902
Germany,2022-12-30,442902
Germany,2022-12-31,442902
Germany,2023-01-01,444704.53
Germany,2023-01-02,444704.53
Germany,2023-01-03,444704.53
Germany,2023-01-04,444704.53
Germany,2023-01-05,444704.53
Germany,2023-01-06,444704.53
Germany,2023-01-07,444704.53
Germany,2023-01-08,446254.3
Germany,2023-01-09,446254.3
Germany,2023-01-10,446254.3
Germany,2023-01-11,446254.3
Germany,2023-01-12,446254.3
Germany,2023-01-13,446254.3
Germany,2023-01-14,446254.3
Germany,2023-01-15,447313.8
Germany,2023-01-16,447313.8
Germany,2023-01-17,447313.8
Germany,2023-01-18,447313.8
Germany,2023-01-19,447313.8
Germany,2023-01-20,447313.8
Germany,2023-01-21,447313.8
Germany,2023-01-22,448061.47
Germany,2023-01-23,448061.47
Germany,2023-01-24,448061.47
Germany,2023-01-25,448061.47
Germany,2023-01-26,448061.47
Germany,2023-01-27,448061.47
Germany,2023-01-28,448061.47
Germany,2023-01-29,448933.16
Germany,2023-01-30,448933.16
Germany,2023-01-31,448933.16
Germany,2023-02-01,448933.16
Germany,2023-02-02,448933.16
Germany,2023-02-03,448933.16
Germany,2023-02-04,448933.16
Germany,2023-02-05,449935.03
Germany,2023-02-06,449935.03
Germany,2023-02-07,449935.03
Germany,2023-02-08,449935.03
Germany,2023-02-09,449935.03
Germany,2023-02-10,449935.03
Germany,2023-02-11,449935.03
Germany,2023-02-12,450964.88
Germany,2023-02-13,450964.88
Germany,2023-02-14,450964.88
Germany,2023-02-15,450964.88
Germany,2023-02-16,450964.88
Germany,2023-02-17,450964.88
Germany,2023-02-18,450964.88
Germany,2023-02-19,452128.56
Germany,2023-02-20,452128.56
Germany,2023-02-21,452128.56
Germany,2023-02-22,452128.56
Germany,2023-02-23,452128.56
Germany,2023-02-24,452128.56
Germany,2023-02-25,452128.56
Germany,2023-02-26,453477.56
Germany,2023-02-27,453477.56
Germany,2023-02-28,453477.56
Germany,2023-03-01,453477.56
Germany,2023-03-02,453477.56
Germany,2023-03-03,453477.56
Germany,2023-03-04,453477.56
Germany,2023-03-05,454504.16
Germany,2023-03-06,454504.16
Germany,2023-03-07,454504.16
Germany,2023-03-08,454504.16
Germany,2023-03-09,454504.16
Germany,2023-03-10,454504.16
Germany,2023-03-11,454504.16
Germany,2023-03-12,455024.53
Germany,2023-03-13,455024.53
Germany,2023-03-14,455024.53
Germany,2023-03-15,455024.53
Germany,2023-03-16,455024.53
Germany,2023-03-17,455024.53
Germany,2023-03-18,455024.53
Germany,2023-03-19,455503.9
Germany,2023-03-20,455503.9
Germany,2023-03-21,455503.9
Germany,2023-03-22,455503.9
Germany,2023-03-23,455503.9
Germany,2023-03-24,455503.9
Germany,2023-03-25,455503.9
Germany,2023-03-26,455892.06
Germany,2023-03-27,455892.06
Germany,2023-03-28,455892.06
Germany,2023-03-29,455892.06
Germany,2023-03-30,455892.06
Germany,2023-03-31,455892.06
Germany,2023-04-01,455892.06
Germany,2023-04-02,456161.44
Germany,2023-04-03,456161.44
Germany,2023-04-04,456161.44
Germany,2023-04-05,456161.44
Germany,2023-04-06,456161.44
Germany,2023-04-07,456161.44
Germany,2023-04-08,456161.44
Germany,2023-04-09,456336.03
Germany,2023-04-10,456336.03
Germany,2023-04-11,456336.03
Germany,2023-04-12,456336.03
Germany,2023-04-13,456336.03
Germany,2023-04-14,456336.03
Germany,2023-04-15,456336.03
Germany,2023-04-16,456491.16
Germany,2023-04-17,456491.16
Germany,2023-04-18,456491.16
Germany,2023-04-19,456491.16
Germany,2023-04-20,456491.16
Germany,2023-04-21,456491.16
Germany,2023-04-22,456491.16
Germany,2023-04-23,456627.53
Germany,2023-04-24,456627.53
Germany,2023-04-25,456627.53
Germany,2023-04-26,456627.53
Germany,2023-04-27,456627.53
Germany,2023-04-28,456627.53
Germany,2023-04-29,456627.53
Germany,2023-04-30,456736.88
Germany,2023-05-01,456736.88
Germany,2023-05-02,456736.88
Germany,2023-05-03,456736.88
Germany,2023-05-04,456736.88
Germany,2023-05-05,456736.88
Germany,2023-05-06,456736.88
Germany,2023-05-07,456824.4
Germany,2023-05-08,456824.4
Germany,2023-05-09,456824.4
Germany,2023-05-10,456824.4
Germany,2023-05-11,456824.4
Germany,2023-05-12,456824.4
Germany,2023-05-13,456824.4
Germany,2023-05-14,456904.2
Germany,2023-05-15,456904.2
Germany,2023-05-16,456904.2
Germany,2023-05-17,456904.2
Germany,2023-05-18,456904.2
Germany,2023-05-19,456904.2
Germany,2023-05-20,456904.2
Germany,2023-05-21,456956.03
Germany,2023-05-22,456956.03
Germany,2023-05-23,456956.03
Germany,2023-05-24,456956.03
Germany,2023-05-25,456956.03
Germany,2023-05-26,456956.03
Germany,2023-05-27,456956.03
Germany,2023-05-28,457006.8
Germany,2023-05-29,457006.8
Germany,2023-05-30,457006.8
Germany,2023-05-31,457006.8
Germany,2023-06-01,457006.8
Germany,2023-06-02,457006.8
Germany,2023-06-03,457006.8
Germany,2023-06-04,457039.72
Germany,2023-06-05,457039.72
Germany,2023-06-06,457039.72
Germany,2023-06-07,457039.72
Germany,2023-06-08,457039.72
Germany,2023-06-09,457039.72
Germany,2023-06-10,457039.72
Germany,2023-06-11,457068.2
Germany,2023-06-12,457068.2
Germany,2023-06-13,457068.2
Germany,2023-06-14,457068.2
Germany,2023-06-15,457068.2
Germany,2023-06-16,457068.2
Germany,2023-06-17,457068.2
Germany,2023-06-18,457092.12
Germany,2023-06-19,457092.12
Germany,2023-06-20,457092.12
Germany,2023-06-21,457092.12
Germany,2023-06-22,457092.12
Germany,2023-06-23,457092.12
Germany,2023-06-24,457092.12
Germany,2023-06-25,457110.3
Germany,2023-06-26,457110.3
Germany,2023-06-27,457110.3
Germany,2023-06-28,457110.3
Germany,2023-06-29,457110.3
Germany,2023-06-30,457110.3
Germany,2023-07-01,457110.3
Germany,2023-07-02,457123.38
Germany,2023-07-03,457123.38
Germany,2023-07-04,457123.38
Germany,2023-07-05,457123.38
Germany,2023-07-06,457123.38
Germany,2023-07-07,457123.38
Germany,2023-07-08,457123.38
Germany,2023-07-09,457123.38
Germany,2023-07-10,457123.38
Germany,2023-07-11,457123.38
Germany,2023-07-12,457123.38
Germany,2023-07-13,457123.38
Germany,2023-07-14,457123.38
Germany,2023-07-15,457123.38
Germany,2023-07-16,457123.38
Germany,2023-07-17,457123.38
Germany,2023-07-18,457123.38
Germany,2023-07-19,457123.38
Germany,2023-07-20,457123.38
Germany,2023-07-21,457123.38
Germany,2023-07-22,457123.38
Germany,2023-07-23,457123.38
Germany,2023-07-24,457123.38
Germany,2023-07-25,457123.38
Germany,2023-07-26,457123.38
Germany,2023-07-27,457123.38
Germany,2023-07-28,457123.38
Germany,2023-07-29,457123.38
Germany,2023-07-30,457123.38
Germany,2023-07-31,457123.38
Germany,2023-08-01,457123.38
Germany,2023-08-02,457123.38
Germany,2023-08-03,457123.38
Germany,2023-08-04,457123.38
Germany,2023-08-05,457123.38
Germany,2023-08-06,457123.38
Germany,2023-08-07,457123.38
Germany,2023-08-08,457123.38
Germany,2023-08-09,457123.38
Germany,2023-08-10,457123.38
Germany,2023-08-11,457123.38
Germany,2023-08-12,457123.38
Germany,2023-08-13,457123.38
Germany,2023-08-14,457123.38
Germany,2023-08-15,457123.38
Germany,2023-08-16,457123.38
Germany,2023-08-17,457123.38
Germany,2023-08-18,457123.38
Germany,2023-08-19,457123.38
Germany,2023-08-20,457123.38
Germany,2023-08-21,457123.38
Germany,2023-08-22,457123.38
Germany,2023-08-23,457123.38
Germany,2023-08-24,457123.38
Germany,2023-08-25,457123.38
Germany,2023-08-26,457123.38
Germany,2023-08-27,457123.38
Germany,2023-08-28,457123.38
Germany,2023-08-29,457123.38
Germany,2023-08-30,457123.38
Germany,2023-08-31,457123.38
Germany,2023-09-01,457123.38
Germany,2023-09-02,457123.38
Germany,2023-09-03,457123.38
Germany,2023-09-04,457123.38
Germany,2023-09-05,457123.38
Germany,2023-09-06,457123.38
Germany,2023-09-07,457123.38
Germany,2023-09-08,457123.38
Germany,2023-09-09,457123.38
Germany,2023-09-10,457123.38
Germany,2023-09-11,457123.38
Germany,2023-09-12,457123.38
Germany,2023-09-13,457123.38
Germany,2023-09-14,457123.38
Germany,2023-09-15,457123.38
Germany,2023-09-16,457123.38
Germany,2023-09-17,457123.38
Germany,2023-09-18,457123.38
Germany,2023-09-19,457123.38
Germany,2023-09-20,457123.38
Germany,2023-09-21,457123.38
Germany,2023-09-22,457123.38
Germany,2023-09-23,457123.38
Germany,2023-09-24,457123.38
Germany,2023-09-25,457123.38
Germany,2023-09-26,457123.38
Germany,2023-09-27,457123.38
Germany,2023-09-28,457123.38
Germany,2023-09-29,457123.38
Germany,2023-09-30,457123.38
Germany,2023-10-01,457123.38
Germany,2023-10-02,457123.38
Germany,2023-10-03,457123.38
Germany,2023-10-04,457123.38
Germany,2023-10-05,457123.38
Germany,2023-10-06,457123.38
Germany,2023-10-07,457123.38
Germany,2023-10-08,457123.38
Germany,2023-10-09,457123.38
Germany,2023-10-10,457123.38
Germany,2023-10-11,457123.38
Germany,2023-10-12,457123.38
